IPC,priorityCountryRegion
F16L23/02 | F16L23/18,-
G01N7/16,-
E21B43/267 | B60P3/00,-
C09K8/24 | C08F220/18 | C08F212/08 | C08F222/14,-
G01N33/00,-
F16L9/18 | F16L59/14 | G06F17/50 | H01B12/06 | H02G3/04,-
C04B28/04 | C09K8/467 | C09K8/48 | C09K8/473 | C09K8/493,-
E21B43/243,-
F15B19/00 | F15B21/04,-
G01N7/14,-
C02F9/06 | C02F103/10,-
F04B39/12 | C23C14/24 | C23C14/14 | C22C38/44 | C22C38/48 | C22C38/02 | C22C38/54,-
G06F16/21 | G06F16/215 | E21B43/26,-
C02F9/06 | C02F103/10,-
F04B39/12 | C23C14/24 | C23C14/14 | C22C38/44 | C22C38/48 | C22C38/02 | C22C38/54,-
F16D3/50 | F16D1/033,-
F17D1/14 | F17D1/20 | F17D3/01 | F17D5/00 | E21B43/26,-
H02B1/56,-
F04B39/12 | F04B39/06 | F04B39/16,-
C09K8/80,-
H01M2/10,-
F02C9/26 | F02C7/22 | F02C7/232 | F02C7/141,-
G06F30/20 | G06F111/10,-
F16M13/02 | F04B53/00 | F16F15/08 | F16F15/02,-
E21B47/06 | E21B43/12 | E21B43/00 | E21B41/00 | E21B34/02,-
F02C9/26 | F02C7/22 | F02C7/232 | F02C7/141,-
E21B7/00 | E21B15/00 | E21B19/14 | E21B21/00,-
B01F15/00 | B01F7/04 | B01F15/02,-
F16L3/00 | F16L1/06,-
B65B69/00 | B65G65/32 | E21B43/267,-
C02F9/04 | C02F9/10 | C02F1/72 | C02F103/10,-
E21B49/00,-
E21B7/00,-
C02F1/04 | C02F9/10 | C02F103/10 | C02F101/16 | C02F101/30,-
G06F17/50,-
C09K8/68,-
E21B7/00 | E21B17/22 | E21B17/04 | E21B10/08 | E21B10/18,-
C02F9/04 | C02F9/08 | C02F103/10,-
E21B43/26 | E21B43/24,-
F02B63/04 | F02B63/06 | F02B43/00 | F02M21/02,-
B01D46/02 | B01D50/00 | B01D45/12,-
G01N15/02 | G01N1/28 | G01N15/08 | G01N23/2202 | G01N23/2251,-
C09K8/70 | C09K8/94,-
F04B53/10 | F04B53/14 | F04B53/22,-
E21B17/08,-
G06F17/50 | G06Q50/06,-
F23K3/16 | F23J3/02,-
E21B17/08,-
H01M2/10 | H02J15/00,-
F16M13/02 | F16M11/04 | F04B53/00,-
E21B49/00 | E21B43/267,-
C08B37/16 | C09K8/035,-
F04B53/00 | F04B53/22 | F04B53/16 | F04B15/02 | F04B53/14,-
G01V11/00 | G16C20/30,-
E21B41/00 | E21B43/26,-
C09K8/36 | E21B21/00,-
E21B7/04,-
G06F30/20 | E21B43/267 | G06F119/14,-
E21B25/00,-
-,-
-,-
E21B49/00,-
E21B47/00,-
G01N1/22,-
G01N7/00 | G01N7/04 | G01N7/14,-
B66F11/00 | B66F13/00 | B66F17/00,-
E21B43/00 | E21B47/00,-
F04B39/16,-
E21B25/10 | E21B10/06,-
C10L3/08 | C10L3/10,GB
C10L3/08,GB
E21B49/08 | G01N21/00 | E21B47/00,-
G01N23/00 | G01V5/00,-
E21B49/08 | G01N21/00 | E21B47/00,-
E21B43/26,-
C02F9/14,-
G01N7/04,-
E21B49/00,-
C09K8/03,-
F24H3/02 | F24H9/18 | F24H9/20 | F23D14/46 | F23D14/82,-
G06F19/00 | E21B43/26,-
E21B43/263 | F42D3/04 | F42B3/22,-
E21B7/24 | E21B17/20,-
C09K8/035 | C09K8/12,-
C08F220/56 | C08F220/06 | C08F220/38 | C08F220/52 | C08F2/30 | C09K8/68 | C09K8/88,-
E21B47/10 | E21B47/022,-
C08L9/06 | C08L27/12 | C08L83/04 | C08L33/04 | C08L95/00 | C08K13/02 | C08K5/40 | C08K5/47 | C08K3/36 | C08K3/04 | C08K5/098 | C08K3/34 | C08K3/22,-
F17D1/14 | F17D5/02 | F17D3/01,-
F17D1/14 | F17D5/02 | F17D3/01,-
E21B49/00,-
G06F30/20 | E21B43/16 | G06F111/10,-
E21B43/12 | E21B47/00,-
E21B43/267 | E21B43/34,-
E21B43/26,-
E21B10/42 | E21B10/62,-
G06F8/20 | G06F8/34 | G06F8/36 | G06F16/242 | G06F21/62 | G06Q10/06 | G06Q50/02,-
E21B43/26 | E21B47/00 | E21B41/00,-
C04B7/147 | C04B7/36 | C04B7/26,-
E21B34/00 | E21B43/267 | E21B47/00,-
B01D19/04,-
E21B47/00 | G01H17/00 | G06F30/23,-
E21B43/26 | E21B43/267 | E21C41/24,-
C09K8/68 | C09K8/66 | C09K8/60 | C09K23/18 | C09K23/22 | C07C231/02 | C07C231/12 | C07C233/36 | C07C51/41 | C07C53/16,-
E21B43/34 | E21B34/02 | B01D21/26 | B01D21/32 | B01D21/24,-
G01N13/00 | G01N15/08 | E21B49/00 | E21B43/267,-
G01V11/00,-
E21B43/26 | E21B49/00,-
E21B43/12,-
F04B47/12 | F04B53/14,-
E21B43/00 | E21B43/12 | E21B41/00 | E21B34/02,-
G01N1/08,-
E21F17/18,-
C09K8/68,-
C02F9/06 | C02F11/12,-
E21B43/08,-
E21B49/00,-
B22F1/02 | B22F3/02 | B22F3/10 | E21B43/26,-
F01P11/00 | F02G5/00,-
C10L3/10 | B01D21/24,-
E21B7/02 | E21B15/00,-
E21B43/22 | E21B43/26,-
E21B49/08 | E21B47/00,-
G08C17/02 | G01M3/04,-
G01N3/56 | G01N3/02,-
C22C33/06 | C21D1/18 | C21D1/30 | C21D6/00 | C21D8/06 | C21D9/08 | C22C38/02 | C22C38/04 | C22C38/06 | C22C38/42 | C22C38/44 | C22C38/46 | C22C38/50 | C22C38/60,-
F04B53/08 | F04B53/02 | F04B53/14 | F04B53/18,-
E21B43/00,-
G06K9/20 | G06K9/46,-
G06K9/20 | G06K9/46 | G06K9/62 | G06T5/00 | G06T5/20 | G06T7/00 | G06T7/13 | G06T7/62,-
E21B15/04,-
G01N33/22,-
C09C1/48 | C09C1/50 | B01D50/00 | B01D53/78 | F23G7/06,-
F16L21/08,-
G06F30/20 | G06F30/28 | G06Q50/02 | G06F113/08 | G06F119/14,-
F16K1/36 | F16K1/32 | F16K27/02 | F16K31/60 | B01D35/04 | F16L23/024 | F16L23/18,-
G06F30/10 | G06F30/20,-
E21B43/00 | E21B47/00 | E21B47/06 | E21B47/13,-
B01D46/12 | B01D46/90 | B01D46/72 | B01D46/00 | C10L3/10,-
E21C37/06 | F04B37/10 | F04B39/00 | F04B39/14 | F04B39/16,-
G01N3/02 | G01N3/12,-
G01N15/08,-
E21B33/134 | E21B43/26,-
G06F30/20 | G06Q10/04 | G06Q10/0639 | G06Q50/02 | E21B49/00 | E21B43/26 | G06F113/08 | G06F119/14 | G06F119/22,-
E21B43/00 | E21B33/12 | E21B17/00 | F04B47/12 | F04B47/14,-
E21B33/10 | E21B17/10,-
C08F292/00 | C09K8/03 | C09K8/16,-
G01N1/22,-
B01F13/06 | B01F7/16 | B01F15/06,-
E21B17/00 | B32B27/08 | B32B15/02 | B32B15/082 | B32B15/092 | B32B1/08,-
F16K17/06 | F16K27/02,-
G01N13/00,-
C09K8/68,-
E21B43/00 | E21B43/26,-
E21B43/34,-
C09K8/514 | C09K8/516,-
E21B47/00 | E21B47/06 | E21B43/26,-
E21B49/00,-
F04B53/16,-
G16Z99/00,-
E21B43/38 | E21B43/26,-
G01N7/00,-
E21B21/10 | E21B43/26,-
F17D1/14 | B60P3/22 | B01D36/04,-
H02B11/133 | H02B1/56 | H02J15/00,-
B01F15/02 | B01F3/20 | B01F3/12 | B01F23/70,-
G01N3/56 | G01F23/04,-
C02F11/00 | C02F11/02 | H01M8/04225 | H01M8/16 | C02F103/10,-
E21B17/10 | E21B17/04,-
E21B43/00 | E21B17/00 | E21B19/00,-
C02F9/02 | C02F11/13 | C02F103/10,-
E21B17/10 | E21B17/04,-
C02F9/10 | C02F103/10 | C02F101/30 | C02F101/20 | C02F101/16 | C02F101/10,-
E21B33/13,-
G01N1/24,-
G01N7/14 | G01N7/16 | G01N1/34 | G01N1/28,-
E21B7/24 | E21B10/36 | E21B10/46,-
E21B34/02 | E21B33/03,-
C02F9/04 | C02F103/10,-
E21B49/00,-
C02F9/10 | C02F103/10 | C02F101/30 | C02F101/20 | C02F101/16 | C02F101/10,-
B01D33/03 | B01D33/42 | B01D33/80 | C10G31/09,-
G06F30/20,-
B65D53/02 | B65D25/10,-
C09K8/80 | B65B1/04 | B65B63/00 | B01J2/20 | B01J2/22,-
F16K51/00 | F16K47/00 | G10K11/16,-
C21D9/00,-
C02F9/04 | C02F103/10,-
C02F9/04 | C09K8/74,-
G06V10/82 | G06V10/762 | G06V10/764 | G06V10/774 | G06N3/04 | G06N3/08,-
E21B43/00 | E21B43/12 | E21B43/16 | E21B47/00 | E21B47/06,-
G06F30/20 | G06Q10/04 | G06Q50/06 | G06F111/10 | G06F119/12 | G06F119/14,-
E21B43/00 | E21B47/00,-
E21B33/13 | E21B43/26 | E21B43/116 | C09K8/50,-
G01N3/20 | G01N3/02,-
C09K8/68,-
C09K8/68,-
C09K8/68,-
E21B43/08 | E21B43/10 | E21B33/12 | E21B43/16 | E21B43/25,AU
E21B43/08 | E21B33/12 | E21B43/10 | E21B43/16 | E21B43/25,AU
G01N7/16,-
E21B33/12,-
G01N9/00,-
E21B43/00,-
C09K8/68,-
C09K8/14 | C09K8/467 | C09K8/487 | C09K8/48,-
C09K8/68,-
C02F9/10 | B01D1/04 | C02F103/10,-
B01F13/10 | B01F15/00,-
E21B47/00 | E21B47/06 | E21B47/07 | E21B43/26,-
E21B43/263 | E21B43/00,-
E21B43/26,-
G01N33/00 | E21B43/26 | E21B33/13 | C09K8/66 | C09K8/504,-
F04B53/10 | C09D125/06 | C09D163/00 | C09D127/18 | C09D127/12 | C09D167/08 | C09D5/10 | C09D7/61,-
C09K8/00 | C09K8/52,-
C02F9/06 | C02F103/10,-
F04B53/14 | F04B53/16,-
F04B53/10,-
E21B31/00 | E21B43/26,-
G06Q50/02 | G06Q10/06 | G06Q10/04 | G06K9/62,-
H01M10/613 | H01M10/623 | H01M10/6563 | H01M10/6556 | H01M10/617 | H01M2/10,-
E21B43/34,-
E21B7/04 | E21B3/02 | E21B15/04,-
E21B43/30 | E21B43/20,-
E21B43/08 | E21B43/10 | E21B33/12 | E21B43/16 | E21B43/25,AU
E21B43/26,-
E21B43/34 | C10L3/10 | B01D50/00 | B01D45/16,-
G06F30/23 | G06F30/25 | G06K9/62 | G06T3/40 | G06T17/05 | E21B47/00 | E21B43/26 | G06F111/04 | G06F119/14,-
C02F9/04,-
F16L43/00 | F16L55/027 | F16L55/04 | F16L55/24 | B01D46/10,-
G01N33/24 | G01V99/00,-
F17C1/00 | F17C13/08 | F16F15/067,-
C09K8/32 | C09K8/36,-
E21B43/22 | E21B43/00 | E21B47/00,-
E21B47/00 | E21B43/00 | E21B43/26 | E21B47/06 | G06Q50/02 | G06F30/20,-
G01N7/14,-
G08C17/02 | H04W84/22 | H04W88/14 | H04W88/16 | E21B36/00 | E21B43/00 | E21B43/34,-
C08F220/56 | C09K8/584 | C09K8/588 | C08F216/14 | C08F216/36 | C08F230/08 | C08F226/02,-
B01D45/08 | B01D45/18 | B01D50/20 | B01D46/79,-
H04L67/12 | H04L67/125 | G07C9/37 | G08B17/10 | G08B7/06,-
G01N7/14,-
E21B7/08 | E21B17/10,-
C09K8/487 | C09K8/467,-
G01N33/00 | G01N15/08,-
C09K8/80 | C04B35/10 | C04B35/622,-
G01N7/04 | G01N7/16 | G01N33/24,-
C09K8/80,-
C09K8/68 | C08F220/06 | C08F220/58 | C08F220/56 | C08F4/40,-
G06F19/00,-
C09K8/68 | C08F220/06 | C08F220/58 | C08F220/56 | C08F4/40,-
G01V1/28,-
C09K8/64 | C09K8/82 | C08F220/34 | C08F220/06 | C08F220/30 | C08F226/02 | C08F220/56 | C08F220/58 | C08F220/60 | C08F2/32 | C08F2/30,-
C22C38/44 | C22C38/02 | C22C38/04 | C22C33/04 | C21D8/00 | C21D1/28 | C21D1/18,-
E21B47/14 | E21B47/06 | E21B47/07,-
F04B53/00 | F04B53/20 | C09D125/06 | C09D163/00 | C09D127/18 | C09D167/08 | C09D5/10 | C09D7/61 | C09D7/65,-
C02F9/14 | C02F103/10,-
F04B53/00 | F04B53/20,-
E21B43/26 | E21B49/00,-
C10L3/10,-
E21B43/26 | E21B43/30 | E21B7/04,-
E21B43/08,-
E21B10/26 | E21B10/43 | E21B12/00,-
C02F9/04 | C02F103/10,-
F16L23/02 | F16L23/16 | F16L9/14,-
G06T17/00 | G06F30/20 | E21B43/26,-
G06F30/27 | G06N3/04 | G06N3/08 | G06F111/10,-
E21B15/00 | E21B21/01,-
E21B47/00,-
C08F220/56 | C08F220/06 | C08F222/38 | C08F220/58 | C09K8/68 | C09K8/88,-
E21B33/127 | C08L67/02 | C08L81/02 | C08L27/18 | C08L83/07 | C08L23/16 | C08K3/34 | C08K3/22 | C08K7/26 | B29C39/02 | C21D1/18 | C21D6/00 | C21D9/00 | C23C24/10,-
G01N1/24,-
F16K5/02 | F16K31/60 | F16K47/02 | F16K25/04,-
E21B17/10,-
F04B53/14 | F04B47/12 | E21B43/00,-
G01V1/28 | G01V1/36,-
E21B10/54 | E21B10/62 | E21B10/60,-
B01F27/808 | B01F27/90 | B01F33/81,-
C02F1/72 | C02F1/00 | C02F103/10,-
G01V1/28 | G01V1/36,-
E21B33/134 | E21B23/01,-
B01D19/02,-
E21B4/16,-
C09K8/80 | C04B33/13 | C04B33/16,-
H02B1/30 | H02B1/28,-
C02F9/04 | C02F1/44,-
G01N1/28 | G01N7/14,-
E21B4/16,-
C07F5/06 | C09K8/68,-
E21B43/26 | E21B43/267,-
G06F17/50 | E21B43/30,-
E21B47/07 | E21B47/06 | E21B47/00 | E21B49/08,-
G01M3/04 | G01M3/24 | G01N33/00 | G01B17/02,-
C04B33/135 | C04B33/132 | C04B33/13,-
F17D3/12 | F16L58/00,-
E21B43/34,-
E21B49/00,-
E21B47/07 | E21B47/06 | E21B47/00 | E21B49/08,-
E21B21/06 | E21B47/00 | E21B49/00,-
E21B43/26 | E21B34/02,-
G01M3/04 | G01M3/24 | G01N33/00 | G01B17/02,-
F17D3/12 | F16L58/00,-
E21B49/00,-
C09D163/00 | C09D125/06 | C09D127/18 | C09D5/10 | C09D7/61,-
E21B43/26 | E21B41/00,-
C02F9/04 | C02F101/20 | C02F103/10,-
E03B11/06 | E03B11/08 | E03B7/07,-
F16L3/10 | F16L55/035 | F16L57/00,-
E21B17/20,-
G06F16/2458 | G06F16/28 | G06F16/583,-
E21B43/267 | E21B43/116 | E21B47/00 | E21B49/00 | E21B33/13 | E21B33/134,-
E21B43/26 | E21B34/02,-
B01L1/00 | B01L9/00,-
G01N3/12 | G01N3/02 | G01N21/84,-
C02F3/12 | C02F101/30 | C02F103/10,-
G06F30/20 | G06T17/05 | E21B43/26 | G06F111/06 | G06F111/10 | G06F113/08 | G06F119/14,-
C02F3/12 | C02F101/30 | C02F103/10,-
H02S10/10 | H02S10/20 | H02S20/30 | H02S20/32 | H02N11/00 | F04B39/00,-
F17D1/02 | F17D1/07 | F17D3/01 | F17D5/00 | E21B43/00,-
G06F30/20 | E21B43/26 | G06F111/10 | G06F119/14,-
G06Q10/04 | G06Q50/02 | G06N20/00,-
E21B43/267,-
G01N5/00,-
E21B17/00 | E21B33/129 | E21B34/06,-
E21B17/00 | E21B33/129 | E21B34/06,-
C02F9/06 | C02F11/12,-
C02F9/06 | C02F103/10,-
G06K9/62 | G06F17/50 | G05B23/02,-
F17C13/08,-
C09K8/68,-
C22C38/02 | C22C38/04 | C22C38/44 | C22C38/46 | C22C38/48 | C21D8/10 | C21D1/18 | C21D9/08 | E21B17/00,-
F04B53/00,-
C02F9/14 | C02F103/10,-
G01P5/01 | G01P5/08,-
F04B53/00,-
F16D13/74 | F16D66/02 | F04B53/00,-
G06F17/50 | G06N3/08,-
C02F1/52 | C02F103/10,-
F04B53/16 | F04B53/22,-
E21B10/42 | E21B10/62,-
B65G65/00 | B65G65/46 | B65G33/24 | B65G43/08,-
E21B3/00 | E21B37/02,-
E03B11/06 | B08B9/087,-
C10L3/10,-
C01D15/08 | C01D3/06 | C02F9/14 | C02F103/10,-
C02F9/04 | C02F103/10,-
G06F30/13 | G06F30/20 | E21B7/04,-
B02C4/08 | B02C4/28 | B02C4/42 | B01F27/702 | B01F27/706,-
C02F11/127 | C02F11/14 | C02F11/13,-
E21B33/13 | E21B17/14 | E21B17/10 | E21B28/00 | E21B21/00 | E21B21/10,-
B09B3/30 | B09B3/35 | B09B5/00,-
G01N15/08 | G01N13/04,-
B01D36/04 | B01D29/03 | B01D29/56 | B01D29/96 | B01D21/00,-
G01L1/12,-
E21B7/04,-
E21B43/26,-
C08F220/56 | C08F220/06 | C08F220/58 | C08F220/34 | C08F226/02 | C08F2/32 | C09K8/62,-
E21B7/04,-
B24B5/40 | B24B47/12,-
G06F19/00 | E21B49/08,-
E21B43/267,-
E21B47/005 | E21B47/11 | E21B47/002,-
E21B7/04,-
F16K11/07 | F16K31/14 | F16K41/02,-
E21B43/267 | E21B43/24 | E21B47/06,-
F01K27/02 | F02B43/10,-
E21B25/00 | E21B31/20 | E21B17/02,-
G01N33/24,-
G01N7/16,-
F04B53/16 | F04B53/00,-
B65D19/38 | B65B37/00 | B65D79/00,-
G01N7/16,-
G01N25/72 | G01J5/00 | G06K9/46,-
G06Q10/06 | G06Q50/02 | E21B43/26,-
F16L3/02 | F16L3/16,-
G01N17/00,-
C09K8/74 | E21B33/134 | E21B31/00 | E21B43/26,-
E21B4/02 | E21B4/00 | E21B10/02 | E21B25/00,-
E21B49/08,-
E21B43/26 | E21B41/00,-
F04B47/12 | F04B53/14 | E21B43/00,-
E21B23/04,-
B60S3/04 | B60P3/22,-
B01D65/04,-
H05K7/14 | H05K5/02,-
E21B43/26 | E21B33/03,-
E21B43/34,-
B02C21/02 | B02C4/02 | B02C4/28 | B02C23/10 | B02C23/14 | B07B1/28,-
E21B43/26,-
B09B3/30 | B09B3/35 | B09B5/00,-
G06F30/23 | G06F30/20 | G06F30/28 | G06Q10/04 | G06F111/10 | G06F119/14,-
E21B33/03 | E21B34/02 | E21B33/04 | E21B33/047 | E21B41/00 | E21B43/00,-
C04B28/14 | C04B18/14 | C04B18/02 | C04B14/18,-
G06F30/23 | G06F30/18 | G06Q10/04 | G06F113/08,-
G01M3/28,-
C09K8/68,-
C10B53/06 | C10B49/02,-
C09K8/68 | C08F226/02 | C08F220/60 | C08F220/56,-
G01N24/08 | G01V3/14,-
C08F220/56 | C08F220/58 | C08F220/24 | C08F2/30 | C08F2/32 | C09K8/68,-
E21B43/26 | E21B43/267 | E21B43/27 | E21B43/116,-
E21B43/26 | B60P3/00,-
E21B33/13,-
E21B43/26 | B60P3/00,-
C09K8/68,-
F16K17/04 | F16K27/02 | F16K1/38,-
E21B21/06,-
C09K8/80 | C04B33/13,-
C09K8/40,-
G01N1/22,-
C10B53/06 | C10B49/02,-
G01V1/34 | E21B47/06 | E21B49/00 | G01V1/40 | G06F19/00 | G06G7/48,-
E21B43/26,-
C23C4/12 | C23C4/02 | C23C4/06 | C22C29/04,-
B64C1/06 | B64C1/30 | B64C25/62 | B64D27/24,-
E21B23/08 | E21B47/09,-
B65G67/32 | B65G65/32 | B65G65/42 | B65B69/00,-
E21B17/08,-
E21B43/26,-
C09K8/68,-
B65G67/32 | B65G65/32 | B65G65/42 | B65B69/00,-
F04D9/02 | F04D15/00,-
F16H61/02,-
C02F9/04 | C02F103/10,-
E21B49/00 | E21B47/00 | E21B43/267,-
E21B21/06 | B09B3/00,-
E21B43/26 | E21B43/267 | C09K8/80,-
G01N15/08,-
B21K1/24 | C21D8/00 | C21D9/00 | C22C38/02 | C22C38/04 | C22C38/44 | C22C38/46,-
G06T5/50 | G06T7/11 | G06T7/194,-
C02F11/125 | C02F1/38 | C02F1/40 | C02F103/10,-
C09K8/54,-
A01N43/60 | C23F11/16 | A01P3/00 | A01P1/00 | C07C335/20 | C09K8/54,-
E21B34/02 | E21B34/06 | E21B47/00,-
C02F9/14 | C02F103/10,-
G01N15/08,-
B01D19/00,-
B01D19/00,-
G09B25/00,-
F17D5/06,-
C09K8/68 | C09K8/88 | C08F2/32 | C08F120/06 | C08F120/56 | C08F120/58,-
B02C21/00 | B02C4/02 | B02C23/08 | B02C23/14,-
F25J1/00 | F25J5/00,-
F04B53/10 | E21B43/26,-
C02F9/00 | C02F1/66 | C02F1/24 | C02F1/52 | C02F1/44 | C02F1/00 | C02F1/40 | C02F1/04 | C02F1/72,-
E21B49/00 | G06Q10/04 | G06Q50/02,-
E21B43/22,-
G06F19/00,-
G01V1/28,-
E21B43/26,-
C09K8/80 | C04B33/13 | C04B35/185,-
G01N5/00,-
C09K8/68 | C09K8/88,-
G01N15/08 | G01D21/02,-
E21B3/02 | E21B7/02 | E21B15/00 | E21B21/01,-
G01N15/08 | G01D21/02,-
G01N7/14,-
E03F5/10 | E03F5/22,-
F17D3/12 | F17D3/01,-
E21B7/04 | E21B44/00,-
B23Q3/06 | B24B41/06,CN
C02F9/04 | C02F11/122 | C02F103/10,-
C09K8/68 | C09K8/88 | C09K8/512 | C09K8/42 | C09K8/44 | C08F251/00 | C08F220/06 | C08F220/56 | C08F2/44 | C08K3/04 | C08K3/34,-
G06F30/20 | G06Q10/06 | E21B43/26 | G06F119/14,-
E21B47/00 | E21B49/00 | E21B43/26,-
E21B7/04 | E21B44/00,-
G01N7/04,-
C08F251/00 | C08F220/56 | C09K8/68 | C09K8/90,-
E21B49/08 | G06F17/15,-
B01F11/00 | B01F15/00 | B01D29/03 | B01D29/50,-
E21B43/26 | E21B49/00,-
E21B43/26,-
G06Q10/04 | G06Q50/02 | G06K9/62 | E21B43/26,-
E21B33/13 | E21B21/00 | C09K8/42 | C09K8/32,-
E21B3/02 | E21B7/00 | E21B15/00 | E21B17/18 | E21B21/01 | E21B21/06 | E21B21/10 | E21B21/12,-
C10L3/10 | B01D46/10 | B01D46/88 | B01D46/42,-
C02F11/13 | C02F11/00,-
G01N3/56 | G01N3/04 | G01N3/02,-
E21B43/267 | E21B49/00,-
C10L3/10 | C10G53/00,-
G01N15/08,-
G01M10/00,-
C09K8/80,-
E21B49/00 | E21B43/267,-
B65G33/14 | B65G33/34 | B65G33/32,-
F16K31/60 | F16K5/04 | F16K5/08,-
C02F11/00 | C02F11/06 | C02F11/10 | C02F101/20,-
B65D81/18 | B65D81/07 | B65D25/10 | B65D85/00,-
F16K31/60 | F16K5/04 | F16K5/08,-
E21B43/00 | E21B43/34,-
E21B10/46,-
G01N3/34 | G01N3/56 | G01B21/32,-
G01N1/08,-
E21B17/00 | E21B17/043,-
G01N1/08,-
F16L23/032 | F16L23/024 | F16L23/036,-
C09K8/80,-
G01N21/84 | G01N23/2251 | G01N23/2202 | G01N1/28 | G01N1/32,-
E21B43/34,-
E21B7/04 | G06T17/05,-
C10L3/10,-
E21B43/263 | E21B43/30 | E21B43/117 | E21B43/26,-
G01N21/3504 | G01N21/01 | G01N1/44,-
G01N3/08 | G01N3/02,-
E21B7/12 | E21B19/24,-
E21B43/34,-
G06F30/28 | G06F111/10 | G06F119/14 | G06F113/08,-
E21B43/263,-
F23C3/00 | F23C7/00 | F23K5/00,-
E21B43/27,-
C09K8/52 | C09K8/40,-
C10B53/06 | C10B53/02 | C10B53/07 | C10B53/00 | C10B49/00 | C10B49/02 | C10B49/16 | C10B57/00 | C10B57/10 | C10B47/00 | C10G1/00 | F01K11/02,-
E21B43/267 | E21B43/114,-
C10B53/06 | C10B53/02 | C10B53/07 | C10B53/00 | C10B49/00 | C10B49/02 | C10B49/16 | C10B57/00 | C10B57/10 | C10B47/00 | C10G1/00 | F01K11/02,-
E21B43/26,-
C02F9/04 | C02F103/10,-
E21B43/26,-
F23C3/00 | F23C7/00 | F23K5/00,-
G01N7/14,-
F26B11/16 | F26B23/04 | F26B25/04,-
C09K8/68 | C09K8/88 | C08F283/06 | C08F220/36 | C08F2/22,-
G01N15/08,-
C02F9/06 | C02F101/10 | C02F101/30 | C02F103/10,-
E21B33/138 | E21B47/00,-
E21B47/06 | E21B43/26,-
E21B43/00 | E21B17/00 | E21B47/06 | E21B33/03,-
F04B53/00 | E21B43/26,-
E21B34/10,-
B65D88/54 | B65D90/00,-
E21B33/03,-
E21B47/00 | E21B49/00 | G06Q50/02 | G09B25/04,-
G06F16/25 | G06F16/23 | G06F16/28 | G06F21/62 | G06Q50/02,-
C02F1/00 | C02F103/10,-
E21B49/00 | E21B43/26 | E21B43/267 | E21B47/06,-
G01V1/28 | G01V1/30,-
G01N33/24 | G09B25/02,-
C02F9/14 | C02F103/10,-
G01M3/28 | G01N3/04 | G01N3/02 | G01N3/12,-
G01N33/24,-
E21B43/00 | E21B43/22 | E21B49/08 | B01D19/04,-
F04B51/00 | F04B49/06 | E21B43/26,-
G01N33/24 | G09B25/02,-
G01N30/00 | G01N9/04,-
C09K8/80,-
F16K27/00 | F16K47/00 | F16F15/067 | B01D35/02 | B01D29/11,-
F16L55/168,-
G01N33/00 | F16M11/04,-
E21B43/116 | E21B43/119,-
E21B43/26 | G06F17/18,-
G01N1/22 | G01N1/20 | G01N1/14 | G01N7/16 | B01D17/032 | B01D17/12,-
C08F212/14 | C08F220/38 | C08F230/06 | C08F230/08 | C09K8/68,-
C09K8/24,-
C09K8/584 | C09K8/68 | C09K8/86,-
E21B7/04 | E21B7/06 | E21B44/00 | E21B47/022,-
G01N9/00,-
G01N7/14,-
F16L3/16 | F16F15/04,-
B22F1/02 | B22F3/02 | B22F3/10 | E21B43/26,-
F16L3/16 | F16F15/04,-
G01N7/16,-
E21B33/134,-
E21B17/08,-
E21F16/00,-
F04B53/16,-
G01N15/08,-
G06F17/50 | G06N3/00,-
E21B49/00 | E21B47/00,CN
E21B43/30 | E21B43/26,-
B65D25/02 | B65D25/04 | B65D25/10,-
F16H61/02 | F16H63/42,-
E21B10/32 | E21B10/633,-
F16L55/045,-
G01F23/296 | G08C17/02,-
B09B3/00,-
G01N1/24,-
G06Q50/02 | G06Q10/06 | G06Q10/04 | G06N3/08,-
B65D25/10 | B65D81/07 | B65D79/02,-
E21B49/00 | E21D21/00,-
B65F1/16 | B65F1/00,-
E21B10/54 | E21B10/62,-
G06F30/20,CN
G01N21/84 | G01N21/01,-
F16L55/035 | F16L58/02 | F16L3/10,-
F17D5/00 | G01N17/00,-
C09K8/52 | C09K8/54 | C09K8/584 | E21B37/06 | E21B41/02 | E21B21/00 | E21B43/22 | A01N43/80 | A01N33/12 | A01P1/00 | A01P3/00,-
B01D45/08 | C10L3/10,-
G06F30/28 | E21B43/26 | G06F111/04 | G06F113/08 | G06F119/14,-
C02F1/40 | C02F1/00 | B08B9/043,-
F16L9/147 | F16L23/00 | F16L58/10,-
E21B33/134 | E21B33/129,-
F04D15/00 | F04D29/66,-
E21B43/267,CA
G01V1/28 | G01V1/34 | G06T17/05,US
E21B43/267,CA
E21B43/241 | E21B36/00,-
E21B49/00,-
E21B49/00,-
E21B49/00,-
G01N21/35 | G01N21/3504 | G01N21/3577 | G01V8/02,US | US
-,FR
-,FR
C09K8/516 | C09K8/52,US
C07C7/00 | C07C7/11 | C01B3/38 | C10G11/00,US
C22B1/244 | C22B1/245 | C21C5/52,GB
C22B1/244 | C21C5/52 | C22B1/245,GB
C07C5/333 | C07C11/02,CN | CN
C07C5/333 | C07C11/02,CN | CN
C10L3/10 | B01D3/40 | B01D53/14 | C10G70/06 | C07C7/11,GB
C10G29/04,US
C10G29/04 | C07C1/32 | C10L1/04 | B01J23/755,US
-,-
B01D53/00 | B01D53/64,FR
C01B3/38 | C07C29/151,US
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151,US
