C07C29/151 | C07C31/04
C07C29/151 | C07C31/04
C07C29/151 | C07C31/04
C10G1/02 | C10G19/073
C10G1/02 | C10G19/073
C10G1/02 | C10G1/00
C01B3/34 | C10J3/82
B01J8/06 | B01J8/00 | B01J3/00 | C01B3/34 | C10J3/82
C10K1/06 | C10K3/04 | C01B3/38 | C10J3/00
C10K1/06 | C01B3/38 | C10J3/00 | C10K3/04
C10K1/06 | C10K3/04 | C01B3/38 | C10J3/00
C10K1/06 | C01B3/38 | C10J3/00 | C10K3/04
G01V3/38 | G01V3/32
G01V3/38 | G01V3/32 | G01R33/44
E21B43/24
G06F19/00
G06F19/00
G01V11/00 | G06F19/00
G06F19/00
G01V11/00
G06F19/00
C07C | C10G
E21B15/00 | E21B7/02
-
G01N21/65 | E21B49/00
G01N21/00 | G01V8/02 | E21B49/00 | E21B47/10 | G01V8/00 | E21B49/08 | G01N21/65 | E21B47/00
E21B47/00 | G01V3/32 | G01R33/44
C01B3/40 | B01J23/34 | C07C2/84 | C07C5/48
G01V1/00 | G01V3/02 | G01S13/00 | G01V3/00
E21B43/16
G01N15/08 | G01V99/00 | E21B43/12 | E21B43/26 | G06F9/455 | G06G7/48
G06F17/50 | G06G7/00 | G01N15/08 | G06G7/48 | G06F9/455 | G01V99/00 | E21B43/26 | E21B43/12 | E21B43/00
E21B41/00
E21B43/26 | E21B43/24
F25J1/00 | F25J1/02
F25J1/00 | F25J1/02
F25J1/00 | F25J1/02
E21B43/24 | E21B43/247 | E21B43/26
C09K8/68
C25B1/23 | C25B9/70 | C25B15/021 | C25B9/19 | C25B3/25
C25B1/23 | C25B3/03 | C25B3/26 | C25B15/021 | C25B9/70 | C25B9/19
E21B43/24
E21B41/00 | E21B43/26 | E21B43/30
C04B7/14
G06Q50/00 | F23K5/00 | F23J15/00 | F27D9/00 | E21C41/26 | A62D3/00 | B01D53/56 | E21B43/26 | B65G5/00 | E21B43/16 | C02F1/66
E21B43/26
C01B3/38 | C07C11/04 | C07C5/48 | C07C2/84
C01B3/38 | C07C11/04 | C07C5/48 | C07C2/84
G01V1/28
G01V11/00 | E21B43/00
G01N15/08 | E21B49/02
B01D53/62 | B01D53/79
C07C4/04 | C07C5/327 | C07C2/80
G01V1/28 | G06F17/50
G01V1/28 | G06F17/50
G06F9/455 | E21B47/00 | E21B49/00
C02F1/42 | B01J41/14 | B01D15/36
C02F1/42 | B01D15/36 | C02F5/02 | C02F9/00 | B01J41/14 | C02F101/00 | C02F101/10 | C02F101/20 | C02F103/10
B01D53/14 | B01D53/40
B01D53/14 | B01D53/40
C07C29/00 | B01J19/00
E21B43/26 | E21B43/267 | E21B43/263
E21B43/26 | E21B43/30
C09K8/68 | C09K8/035 | C09K8/584 | C09K8/60
E21B43/22 | C09K8/584
C09K8/035 | C09K8/584 | C09K8/60 | C09K8/68 | C10G1/04
C09K8/035 | C09K8/68 | C09K8/584 | C09K8/60
E21B43/16 | E21B43/25 | E21B43/26
E21B43/32 | E21B43/295
E21B43/32 | E21B43/295 | E21B47/00 | E21B49/00 | G01V11/00
E21B43/32 | E21B43/295
E21B43/32 | E21B43/295 | E21B47/00 | E21B49/00 | G01V11/00
C25B3/26 | C25B3/03 | C25B9/19 | C25B9/70 | C07C5/48 | C01B3/24 | C01B3/34 | C07C5/00 | C25B3/25
G06F19/00 | G01N33/28 | G01N33/26
G01N33/28 | G06F19/00
G06F19/00 | G01N33/28
C10G29/04 | C10G29/20 | C10G50/00
C10G1/04 | C09K8/035 | C09K8/584 | C09K8/60 | C09K8/68
C01B3/02 | C01B31/20 | C10J3/46 | C01B32/50
C01B3/24 | C01B3/34 | C07C5/00 | C25B3/04 | C25B9/18 | C25B3/25
B01D37/00 | E21B43/26 | C02F1/66 | C02F9/00 | E21B21/06 | C02F1/72 | C02F1/46 | C02F1/44 | C02F1/28 | C02F1/04 | C02F1/467 | C02F101/20 | C02F101/30 | C02F103/10
E21B43/34 | E21B21/06
C02F9/00 | C02F1/28 | C02F1/04 | C02F1/44 | C02F1/66 | B01J20/20 | E21B43/40 | E21B43/26 | E21B41/00 | C02F1/72 | C02F1/467 | C02F101/00 | C02F101/20 | C02F101/30 | C02F103/10
E21B43/26
E21B43/26 | E21B43/267
C10G69/02
C10G63/00 | C10G59/02 | C10G69/02 | C10G63/02 | C10G69/10 | C10G69/08
C02F1/44 | B01D61/36 | B01D9/00 | B01D71/02 | B01D69/02 | B01D61/58 | B01D63/08 | B01D71/34 | B01D71/36 | B01D71/52
F25J1/00 | F25J1/02
F25J1/00 | F25J1/02
G01N21/59
G01N21/59
E21B43/26 | E21B43/30
F04D1/06 | E21B43/26 | F04D29/16 | F04D29/42
E21B43/26 | E21B43/30
C07C5/327 | B01J19/00 | B01J19/24
C07C5/327 | B01J19/00 | B01J19/24
C07C5/327 | B01J19/00 | B01J19/24
B01D53/48 | B01D53/86 | C10L9/10
B01D53/48 | B01D53/86 | C10L9/10
B01D53/48 | B01D53/86 | C10L9/10
B01D53/48 | B01D53/86 | C10L9/10
B01D53/48 | B01D53/86 | C10L9/10
B01D53/48 | B01D53/86 | C10L9/10
E21B43/26 | E21B43/00 | E21B43/24 | E21B43/16 | E21B47/00
E21B43/26 | E21B7/15 | E21B43/00 | E21B33/124 | E21B43/24 | E21B43/16
C09K8/86 | E21B43/26 | E21B43/25 | E21B37/06 | E21B37/00 | E21B21/00 | C09K8/92 | E21B43/267 | C09K8/68
C09K8/86 | E21B37/06 | C09K8/60 | E21B43/26 | C09K8/92 | E21B37/00 | E21B43/25 | E21B21/00 | E21B43/267 | C09K8/68 | C09K8/524
C07C17/093 | C07C17/154 | C07C17/158 | C07C29/58 | C07C31/04 | C07C31/08
C10G69/08 | C10G69/10 | C10G59/02 | C10G63/02
C10G69/08 | C10G69/10 | C10G59/02 | C10G63/02
C07C29/151 | C07C31/04
E21B43/30
E21B43/30
E21B43/30
C07C2/00 | C10J3/00 | C10G3/00 | C10L1/04
C07C2/00 | C10G3/00 | C10J3/00 | C10L1/04
C07C2/00 | C10J3/00 | C10G3/00 | C10L1/04
C07C2/00 | C10J3/00 | C10G3/00 | C10L1/04
E21B43/26
E21B43/26
E21B43/26
E21B43/26
C10G15/10
G01V3/32 | G01N24/08 | G01R33/38
G01V3/32 | G01N24/08 | G01R33/38
G01V3/32 | G01N24/08 | G01R33/38
-
C04B18/02 | C04B33/132 | C04B33/135 | C04B35/626 | C09K8/80
C04B18/02 | C04B33/132 | C04B33/135 | C04B35/626 | C09K8/80
C04B18/02 | C04B33/132 | C04B33/135 | C04B35/626 | C09K8/80
C04B18/02 | C04B33/132 | C04B33/135 | C04B35/626 | C09K8/80
C04B18/02 | C04B33/132 | C04B33/135 | C04B35/626 | C09K8/80
C12Q1/04 | C12Q1/64 | C12Q1/689 | C09K8/52 | E21B41/00 | E21B49/08
C10G11/02 | B01J19/00
E21B7/04 | E21B43/12 | E21B7/08 | E21B21/00 | E21B41/00 | E21B43/00 | E21B43/32 | E21B43/38 | E21B43/40
E21B43/00 | E21B43/34 | E21B41/00 | E21B43/38 | E21B43/40 | E21B21/00 | E21B7/04 | E21B43/12
E21B21/00 | E21B41/00 | E21B43/00 | E21B43/38 | E21B43/40
E21B43/267 | C04B28/04 | C09K8/14 | C09K8/46
E21B49/08 | E21B49/00
E21B49/08 | E21B49/00
E21B49/00 | E21B49/08
C07C67/39 | C07C29/151 | C01B3/38
E21B43/26
G01V3/00
C10G59/02 | C10G63/02 | C10G69/08 | C10G69/10
C10G69/08 | C10G69/10 | C10G59/02 | C10G63/02
C10G59/02 | C10G63/02 | C10G69/08 | C10G69/10
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06
C10G67/14 | E21B43/26 | E21B7/04 | C01B3/48
C10G67/14 | C01B3/48 | E21B43/26
E21B43/16 | E21B7/06 | E21B21/00 | E21B41/00 | E21B43/00 | E21B43/38 | E21B43/40
G01V1/28 | G01V1/34
G01V1/28 | G01V1/34 | G06T15/00
C07C27/00
C10G53/12 | C25C1/02 | C25C3/02 | C10G67/02
E21B47/06 | G01V9/00 | E21B47/12
E21B43/26
C10G17/00 | C10G29/04 | C10G29/20 | C10G50/00
C10G29/20 | B01J19/00
E21B43/26 | F04D29/16 | F04D29/44 | F04D1/06
C10G25/00
E21B43/26 | G06F17/50 | E21B43/30
C25B1/02 | B01J19/08 | B01J19/18 | B01D5/00
C09K8/42 | E21B33/13
C09K8/42 | E21B33/13
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06
C09K8/42 | E21B33/13
C09K8/42 | E21B33/13
C02F1/04 | B01D61/36 | B01D63/08 | B01D69/06
E21B43/26 | E21B43/00
E21B43/00
C09K8/58 | C09K8/52 | C10G1/04 | E21B43/22 | E21B43/26
C10G2/00 | C07C29/151
G01N23/20 | G01N33/24 | G01N23/04
G01N23/20 | G01N23/04 | G01N33/24
C01B3/34 | C10J3/57
B01D53/02 | C07F3/06 | B01J20/28 | B01J20/22 | C01B32/50
B01J20/22 | B01D53/02 | C01B32/50 | C07F3/06 | C01B31/20
E21B43/24 | E21B43/16 | E21B43/26
F23C10/04 | B01J19/18 | F23C13/08
B01D53/22 | C10L3/06
G01V9/00 | G01N15/08 | G01V1/40
G06F19/00
C12Q1/68 | C12Q1/04 | C12Q1/64
E21B37/00 | C09K8/516 | C09K8/536 | E21B21/00 | E21B33/138
E21B41/00 | E21B19/22 | E21B17/20
C23C16/27 | C01B32/26 | C23C16/448 | C23C16/511
B01J23/755 | C10L1/04 | C07C1/32 | C10G29/04
C10G29/04 | C10L1/04 | C07C1/32 | B01J23/755
C10G29/04 | B01J23/755 | C07C1/32 | C10L1/04
B01J23/755 | C10L1/04 | C07C1/32 | C10G29/04
C10G29/04 | B01J23/755 | C07C1/32 | C10L1/04
C10G29/04 | C10L1/04 | C07C1/32 | B01J23/755
E21B47/12 | E21B47/06
E21B47/06 | G01V9/00 | E21B47/12
E21B43/26 | E21B43/24 | E21B43/16 | E21B7/15 | E21B33/124 | E21B43/00
E21B43/26 | E21B43/16 | E21B43/24 | E21B43/00 | E21B33/124 | E21B7/15
C12Q1/64 | G01N33/92 | G01N33/68 | C12Q1/68
E21B49/08 | E21B47/003 | E21B7/04 | G01V3/34 | G06N20/00
E21B49/08 | E21B47/003 | G01V3/34 | G06N20/00 | E21B7/04 | E21B43/00 | G06Q10/04 | G06Q10/0639 | G06Q50/02 | G06F17/18
C07C29/151 | C01B3/38 | B01D3/14 | B01D53/047 | B01D53/22 | B01D53/00 | B01D53/14 | B01D53/26
C07C29/151 | C01B3/38 | C07C29/80
E21B43/38 | E21B43/40 | E21B21/00 | E21B41/00 | E21B43/00 | E21B7/06
E21B43/38 | E21B43/40 | E21B21/00 | E21B43/34 | E21B41/00 | E21B43/00 | E21B
E21B21/00 | E21B41/00 | E21B43/00 | E21B43/38 | E21B43/40
E21B43/00 | E21B43/34 | E21B43/38 | E21B21/00 | E21B43/40 | E21B41/00 | E21B43/16 | E21B7/06
B01J29/068 | B01J29/44 | B01J35/00 | C07C29/52 | C07C51/10
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02
C07C51/09 | C01B3/02 | C01B3/38 | C07C41/01 | C07C53/08 | C07C27/06 | C07C41/09 | C07C51/12 | C10K3/02
C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02 | C01B3/38 | C07C27/06
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02
C07C29/151 | C01B3/38 | C07C5/333 | B01D53/047 | B01D53/22
E21B43/25
E21B43/30
E21B33/138 | C09K8/516 | C09K8/524 | E21B37/00 | E21B21/00 | C09K8/52
C02F9/00 | E21B43/40 | E21B43/24
C10G9/26 | B01J19/24 | B01J8/04
C07C5/327 | C01B3/22 | B01F5/06
C10G9/26 | C10G9/00 | B01J6/00
C10G9/26 | C10G9/20
C10G9/26 | B01J6/00 | C10G9/00
C10G9/26 | C10G9/20
C10G9/26 | C10G9/00 | B01J19/24 | B01J8/04 | B01J8/06
G01V1/28 | G06T17/05 | G01V1/34 | G06F19/00 | G06T15/00
G01V1/28 | G01V1/34 | G06T17/05 | G06T15/00 | G06F19/00
-
G06F19/00 | G06T17/05 | G01V1/28 | G06T15/00 | G01V1/34
C10G53/00
C10B47/40 | C10B53/06 | C10G1/00 | F27B3/04 | F27B3/10
B29C48/25 | B29C48/09 | B29C48/885
E21B43/26 | E21B43/30
C10G29/04 | C10G29/10 | C10G29/20 | C10C3/02
C10G29/04 | C10C3/02 | C10G29/10 | C10G29/20
C10G29/04 | C10G29/10 | C10G29/20 | C10C3/02 | C25C1/22
C10G29/04 | C10G29/10 | C10G29/20 | C10C3/02 | C25C1/22
E21B43/26 | E21B43/30
C10G29/04 | C10G29/10 | C10G29/20 | C10C3/02
E21B43/30 | E21B43/26
E21B43/26
E21B43/26 | E21B43/30
E21B43/30
E21B43/26 | E21B43/30
B01D53/18 | B01D53/52
C01B3/02 | C01B3/32 | C01B3/34 | C10L3/00 | C01B3/00 | B01J8/00 | B01J8/08 | B01J19/18 | C01B3/22 | C01B3/26 | C01B3/28
C01B3/00 | C01B3/02 | C01B3/22 | C01B3/26 | C01B3/28 | C01B3/32 | B01J8/00 | B01J8/08 | B01J19/18 | C01B3/34 | B01J8/12 | C10J3/57
C01B3/00 | C01B3/02 | C01B3/22 | C01B3/26 | C01B3/28 | C01B3/32 | B01J8/00 | B01J8/08 | B01J19/18 | C01B3/34 | B01J8/12 | C10J3/57
C01B3/00 | C01B3/02 | C01B3/22 | C01B3/26 | C01B3/28 | C01B3/32 | B01J8/00 | B01J8/08 | B01J19/18
C01B3/02 | C01B3/24 | C01B3/28 | C01F7/02 | C01G23/04 | C01G49/02 | C10L3/10
C01B3/02 | C01B3/24 | C01B3/28 | C01G23/04 | C01G49/02 | C10L3/00 | C01B3/32 | C01B3/34
C01B3/34 | B01J8/12 | C10J3/57
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08J9/00 | C08G79/00 | C01B32/50
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08G79/00 | C08J9/00 | C01B32/50
B01D53/62 | B01D53/02 | B01D53/14 | C30B29/58 | C01B32/50 | C08G79/00 | C08J9/00
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08J9/00 | C08G79/00 | B01J20/22 | C01B32/50 | C07F3/06
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08J9/00 | C08G79/00 | B01J20/22 | C01B32/50 | C07F3/06
C30B29/58 | B01D53/02 | B01D53/14 | B01D53/62 | C08G79/00 | C08J9/00 | C01B32/50
B01J20/22 | B01D53/02 | C07F3/06 | B01D53/14 | B01D53/62 | C08J9/00 | C08G79/00 | C30B29/58 | C01B32/50
B01D53/62 | B01D53/02 | B01D53/14 | C30B29/58 | C01B32/50
C01B3/38 | C07C4/04 | C07C29/151 | B01J19/24 | B01J19/00
C07C5/327 | C07C4/02 | C07C11/04 | C07C11/24 | C07C29/154 | C07C31/04 | C01B32/40
G06F17/50 | G06F17/10
G06G7/48 | G06F17/50 | E21B43/00 | G06F17/10
C09K8/62 | E21B43/267 | C09K8/80 | E21B43/26
E21B43/26 | E21B43/267 | C09K8/80 | C09K8/62
C07C29/151 | C01B3/38
C07C29/151 | C01B3/38
E21B43/24 | E21B43/00 | E21B43/26 | E21B43/30
E21B43/24 | E21B7/04 | E21B43/12 | E21B43/26
C10G17/00 | C10G29/04 | C10G50/00 | C25C1/22
C10G29/04 | C10G75/02
F25J1/00 | C10L3/10 | C07C9/04 | F17C7/02
E21B43/24 | E21B36/00
E21B43/24 | E21B36/00 | E21B33/12
F23C10/04 | F23C13/08 | F23C99/00
F23C10/04 | F23C13/08 | F23C99/00
F23C10/04
F23C10/04 | F23C13/08 | F23C99/00
F23C10/04 | F23C13/08 | F23C99/00
C01B3/38 | C01B3/50 | C01B3/48
C09K8/60 | C09K8/524 | C09K8/86
C09K8/60 | C09K8/524 | C09K8/86
C09K8/60 | C09K8/86 | C09K8/524 | C09K8/26 | C09K8/82
C09K8/60 | C09K8/86 | C09K8/524
C07D305/12 | C10G2/00 | C01B3/50 | C07D307/60
C07D307/60 | C07D305/12 | C01B3/50 | C10G2/00
F25J3/02 | C01B32/50 | C01B21/04 | C01B3/50
C01B3/38 | B01J19/24 | C07C51/10 | C07C41/01 | C07C45/50 | C07C27/20
E21B43/26 | C09K8/80 | E21B43/267 | C09K8/70
E21B19/00 | E21B19/22 | E21B41/00
E21B19/00 | E21B19/22 | E21B41/00
B29C64/141 | B29C64/20 | B29C64/10
E21B43/26 | E21B47/085 | E21B47/00 | G01V3/24 | G01V3/30
C12Q1/64 | G06F19/10 | C12Q1/68 | G01N33/18 | G01N33/28 | C12P19/34
C12Q1/68 | C12P19/34
C12Q1/68 | C12P19/34
C12Q1/68 | C12P19/34 | C12Q1/64 | G01N33/68 | G01N33/92 | G01V9/00
C12Q1/68 | C12P19/34 | C12Q1/64 | G01N33/68 | G01N33/92 | G01V9/00
C12Q1/64 | G01N33/18 | G01N33/28 | G06F19/10 | C12Q1/68
C12Q1/68 | C12P19/34
E21B49/00 | E21B43/26 | E21B43/16 | E21B44/00 | G01V1/44
E21B49/00 | E21B43/16 | E21B43/26 | E21B44/00 | G01V1/44
E21B43/16 | E21B43/26 | E21B44/00 | E21B49/00 | G01V1/44
E21B49/00 | E21B43/26 | E21B43/16 | E21B44/00 | G01V1/44
E21B49/00 | E21B43/26 | E21B43/16 | E21B44/00 | G01V1/44
C01B3/38
C07C29/151 | C07C31/04 | C01B3/38
C07C29/151 | C01B3/38 | C07C31/04
C07C29/151 | C01B3/38 | C07C31/04
C07C29/151 | C07C31/04 | C01B3/38
C07C29/151 | C07C31/04 | C01B3/38
C07C29/80 | C07C31/04 | C01B3/38
C07C29/151 | C01B3/34 | C01B3/38 | C07C29/74 | C07C29/80 | C07C31/04
C07C29/80 | C01B3/38 | C07C31/04
C07C29/80 | C07C31/04 | C01B3/38
C07C29/80 | C07C31/04 | C01B3/38
C07C29/151 | C07C31/04
G01N24/08 | G01N3/10
G01N24/08 | G01N3/10
G01N24/08 | G01N3/10
G01R33/30 | G01N24/08 | G01N3/10 | G01V3/32 | G01N33/28
G01N24/08 | G01N3/10
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28
C07C2/00 | B01J29/42
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04
C01B3/38 | C01B3/50 | C10G2/00 | C10G70/04
C01B3/38
C02F9/00 | C02F1/44 | C02F1/463 | C02F1/58 | E21B43/20
C02F9/00 | C02F1/44 | C02F1/463 | C02F1/58 | E21B43/20
C02F1/44 | C02F1/463 | C02F1/58 | E21B43/20 | C02F9/00
C02F9/00 | C02F1/463 | E21B43/20 | C02F1/44 | C02F1/58
C08K3/014 | B32B27/18 | C08J3/22 | C08K3/04 | C08L23/06 | C08L23/12 | C08L27/06 | C08L55/02 | E02D31/00
C10G9/26 | B01J8/04 | B01J19/24 | C10G9/00
C10G9/26
C10G9/26 | C10G9/00 | C10G9/16 | C07C5/327 | C07C5/32 | C07C11/02 | B01J8/04 | B01J19/24 | B01F5/06 | B01J19/02 | C07C11/24
C10G9/26 | C10G9/00
-
G01N21/35 | G01N21/3504 | G01N21/3577 | G01V8/02
G01N21/3563 | G01N21/47 | G01N21/35 | G01N21/3504 | G01N21/3577 | G01V8/02
G01N21/25 | G01V5/12
C07C7/00 | C07C7/11 | C01B3/38 | C10G11/00
C07C7/00 | C01B3/38 | C07C7/11 | C10G11/00
C07C7/00 | C01B3/38 | C07C7/11 | C10G11/00
C09K8/516 | C09K8/52
C07C7/00 | C07C7/11 | C01B3/38 | C10G11/00
C07C7/00 | C07C7/11 | C01B3/38 | C10G11/00
E21B43/12 | E21B17/20 | F16L11/14
E21B43/12 | E21B17/20 | F16L11/14
E21B43/16 | E21B43/22
C01B3/38 | C01B3/50 | C07C29/151
C07C29/80 | C07C31/04 | C01B3/38
C01B3/38 | C07C29/151
C01B3/38 | C07C29/151
C01B3/38 | C07C29/151
C01B3/38 | C07C29/151
E21B43/24
C10G29/04 | C10L1/04 | C07C1/32 | B01J23/755
C10G19/02 | B01J23/755 | C07C1/32 | C10G75/00 | C10G29/04 | C10G32/02 | C10G75/02
C10G19/02 | B01J23/755 | C07C1/32
E21B43/24 | E21B43/30 | C10G21/00
E21B43/24 | E21B43/30 | C10G21/00
C07C29/76 | C07C2/76 | C07C31/04 | C01B3/38
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151
C01B3/38 | C01B3/48 | C01B3/50 | C07C29/151
C07C29/151 | C07C31/04
B01D53/64 | B01J20/02 | B01J20/06
B01D53/64 | B01J20/02 | B01J20/06
B01D53/64 | B01J20/02 | B01J20/06
B01D53/64 | B01J20/02 | B01J20/06
A01N25/22 | A01N37/16 | A01N59/00 | C02F1/72 | C11D3/39 | C02F103/00
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28
B01J20/02 | B01D53/46 | B01D53/64 | B01J8/00 | C02F1/28
B01J20/02
B01J20/02
C10G2/00 | C10L1/00
B01D53/00 | C01B32/50 | F25J3/00
C01B3/38 | C10K3/02 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02
C01B3/38 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08 | C10K3/02
C01B3/38 | C10K3/02 | C07C27/06 | C07C41/01 | C07C41/09 | C07C51/12 | C07C53/08
E21B43/16 | E21B43/22 | E21B43/26 | C09K8/58 | C09K8/60
G06G7/48 | E21B49/00 | E21B43/26
E21B49/00
B01J20/22 | B01J20/30 | B01J20/34 | B01D53/02
F17C11/00 | B01J20/22 | B01J20/28
F17C1/00 | B01J20/30 | B01J20/28 | B01J20/22 | F17C11/00 | F17C5/00
C10G29/04 | C10G1/02 | C10G1/00 | C25C1/02 | C25B1/00
C07C2/76 | C04B35/56 | C04B35/58 | C10G11/00 | C10G35/02 | B01J19/02 | B01J19/24
C07C4/04 | C04B35/56 | C04B35/58 | B01J6/00 | C10G9/26 | B01J8/04 | B01J8/06 | C10G11/00 | C10G35/02 | C07C5/02 | C07C1/24 | C10G9/00 | C07C2/76 | B01J19/02 | B01J19/24
G01N24/08 | G01V3/32 | G01R33/50
G01N24/08 | G01R33/50 | G01V3/32
E21B43/241 | E21B43/16 | E21B43/24
E21B43/24 | E21B43/16
C02F9/00
F16L5/10 | C08F10/02 | B29C33/42
C07C2/58 | C07C2/84
F01N3/10 | F01N5/02 | H01L35/30 | F17C11/00 | F02M25/08 | B01D53/04 | H01L35/00
E21B43/243
B01D53/52 | B01D53/14 | B01D53/62 | B01D67/00 | B01D71/72
F17C11/00 | B01J20/22 | B01J20/28
F17C11/00 | B01J20/22 | B01J20/28
G01N21/39 | G01N21/359 | G01N15/06
G01N21/39 | G01N21/359 | G01N15/06
G01N21/39 | G01N21/359 | G01N15/06
G01N21/39 | G01N21/359 | G01N15/06
C10G9/26 | C07C5/32 | B01J8/04 | B01J19/24 | C10G9/00 | B01J19/02 | C04B35/01 | C04B35/515
G01N21/39 | G01N21/359 | G01N15/06
G01N21/39 | G01N21/359 | G01N15/06 | G01N15/02 | G01N33/28 | G01N21/27 | G01N21/59 | G01N1/40
F17C11/00 | B01J19/24 | B01J19/32 | B01D53/04 | B01J20/28
E21B43/24 | E21B43/00 | E21B43/16 | E21B43/241
E21B43/00 | E21B43/24 | E21B43/16 | E21B43/241
E21B43/00
E21B43/16 | E21B43/241 | E21B43/24
B01D53/64 | B01J20/02 | B01J20/06
F17C11/00
F16L58/00 | B29C33/00 | E02D3/10
E21B43/00
G06F17/50 | E21B43/00
C07C4/04 | C07C4/06 | C07C5/333 | B01J8/06 | B01J8/08 | B01J8/18
C07C4/04 | C07C4/06 | C07C5/333 | B01J8/06 | B01J8/08 | B01J8/18
C01B3/36 | C01B3/50 | B01J19/24 | C25B1/04 | C25B15/08
G06F17/10 | G06G7/48
G06G7/48
E21B43/12
B01D61/58 | B01D61/36 | B01D71/02 | B01D69/02 | B01D61/00 | B01D67/00 | C02F9/00 | B01D61/14
G01N15/08 | E21B49/02
G01N15/08 | E21B49/02
E21B41/00 | E21B43/267 | E21B43/26
G01N15/08 | G01N33/24 | E21B49/02
G01N15/08 | E21B49/02 | G01N33/24
G01N15/08 | G01N33/24 | E21B49/02
C02F1/42 | C02F1/44
C10G59/02 | B01J29/46 | B01J21/02
C10G59/02 | B01J21/02 | B01J29/46
C10G59/02 | B01J21/02 | B01J29/46
