IPC,priorityCountryRegion
G06Q40/04 | G06Q20/38,
G06Q40/04 | G06Q20/38,
E21B43/26,
E21B43/26 | E21B43/267,
G06Q20/40 | G06Q50/16 | G06Q40/02 | H04L9/32,
C09K8/58 | C09K8/62 | C09K8/90 | C12P5/02 | C12P1/04 | C12P39/00,
C09K8/36 | E21B21/00,
G01V99/00 | G01N3/08 | G01N23/20 | G01N23/2209 | G01N23/046 | G01N15/08 | G01V1/50 | G01B9/02 | G01B11/30 | G01N3/56 | G01N23/083 | G01N33/24 | E21B49/00 | E21B43/267 | E21B49/02,
E21B28/00 | E21B43/16,
E21B28/00 | E21B43/16,
E21B28/00 | E21B43/16,
E21B28/00 | E21B43/16,
G01V1/48,
G01V1/48,
G01V1/48,
G01V1/48,
G01V1/40 | E21B43/00 | E21B47/06 | G01V13/00,
G01V1/40 | E21B43/00 | E21B47/06 | G01V13/00,
G01V1/48,
G01V1/48,
G06T11/00 | G01V5/04 | G06F17/11 | G06K9/36 | G06T17/00 | G06K9/48,
E21B43/26 | C09K8/68,
E21B43/26 | C09K8/68,
-,
E21B21/06 | B01D19/00 | B01D21/00,
G01V99/00,
G01V11/00,
G01V99/00,
G01V11/00,
G01V99/00,
G01V99/00,
C10G1/02 | C10G1/00,
G01N,
E21B28/00 | E21B43/24 | E21B43/241,
E21B43/26,
G01V1/50 | E21B49/00 | G06F30/13 | G06F30/20,
G01V1/50 | E21B49/00 | G06F30/13 | G06F30/20,
E21B43/26,
E21B34/08 | E21B43/26,
E21B34/08 | E21B43/26,
E21B43/26 | E21B43/14 | E21B34/14 | E21B33/127,
G06F19/00,
E21B44/00,
G06F17/50,
E21B47/14,
G01N33/22 | G01N9/36 | G01N9/00,
G01V3/24,
G01N33/24 | E21B47/06 | G01N33/00 | E21B47/10,
G06F19/00 | G01V3/38,
E21B43/16 | E21B43/263 | E21B43/25 | E21B43/247 | E21B43/24 | E21B43/26,
G01N33/24 | E21B47/10 | E21B47/06 | G01N33/00 | E21B49/08,
G01N33/24 | E21B47/10 | G01N33/00 | E21B47/06,
E21B47/135 | E21B47/07 | E21B47/06 | E21B47/10 | G01N33/00 | E21B49/08,
C10L1/04 | C10G69/06,
C10L1/04,
C10G9/14,
C10G9/14,
G01V3/32 | G01N15/08 | G01R33/565 | E21B47/12,
G01V3/32 | G01R33/44 | G01N15/08,
E21B43/24,
C10G29/04 | C10G32/02,
F16L11/08 | B29C47/00 | B29C47/06 | B29C65/48 | E21B17/20 | B29C65/10 | B29C65/00 | B32B7/12 | B32B5/02 | B32B25/10 | F16L11/127 | B29C65/52 | B29C48/09 | B29C48/10 | B29C48/151 | B29C48/21 | B29C48/32,
G01V9/00 | E21B33/12 | E21B49/00 | E21B49/06 | G01B21/30 | E21B25/00 | G01N25/16,
C10C3/02 | C10G29/04,
C09K8/12 | C09K8/88 | C09K8/90 | E21B21/00 | C09K8/08 | E21B21/06 | E21B33/14,
G01V9/00 | E21B49/00 | E21B33/12 | E21B49/06 | G01N25/16 | E21B25/00,
F16L11/08 | B29C65/52 | B29C65/48 | B32B5/02 | B32B7/12 | B32B25/10 | E21B17/20 | F16L11/127 | B29C65/00 | B29C65/10 | E21B43/26 | B29C48/09 | B29C48/10 | B29C48/151 | B29C48/21 | B29C48/32 | B29K23/00 | B29K75/00 | B29K77/00,
C09K8/12 | C09K8/90 | C09K8/88 | C09K8/08 | E21B21/00 | E21B33/14 | E21B21/06,
G06F17/11 | G06G7/48,
C10G1/00 | C10G1/02,
C10B53/06 | C10G1/00 | C10B53/00 | C10G1/02,
E21B49/00 | G01V1/28 | G01V99/00,
B01D53/14,
B01D53/14,
C10G1/02 | C10G1/00,
C09K8/08 | C09K8/504,
C25B3/02 | C25B3/23,
C25B3/02 | H01M8/06 | C25B1/04 | C25B1/08 | C25B3/23,
C25B3/00 | C25B1/04 | C25B3/02 | C25B9/06 | C25B9/08 | H01M8/06 | C10L1/02 | C25B13/04 | C25B3/23 | C25B9/17 | C25B9/19,
C25B1/04 | C25B3/23 | C25B9/17 | C25B9/19,
E21B49/00 | E21B47/06 | G01V11/00 | E21B49/08 | E21B21/06,
C09K8/504 | C09K8/08,
F25J3/02,
B01J37/04 | B01J23/34 | B01J21/08 | B01J37/08 | B01J6/00 | B01J35/00 | C07C2/84 | B01J31/02 | B01J27/053,
B01J37/04 | B01J23/34 | B01J21/08 | B01J37/08 | B01J6/00 | B01J35/00 | C07C2/84 | B01J31/02 | B01J27/053,
G01V3/32 | G01V3/38,
G01V3/32 | G01V3/38,
E21B49/00 | G01N1/28 | G01N15/08 | G01N33/24 | G06T17/30 | G06T5/00 | G06T7/62 | E21B43/26,
E21B43/26,
C09K8/528 | C09K8/68 | E21B43/26 | C04B28/02 | C04B103/00 | C09K8/03 | C09K8/42 | C09K8/467 | C09K8/516 | C09K8/536 | E21B43/267,
E21B43/267,
E21B43/267,
C09K8/60 | C09K8/68 | E21B43/26 | E21B43/267 | C09K8/03 | C09K8/516 | C09K8/536 | C09K8/72 | C09K8/80 | C09K8/92,
E21B43/26 | E21B43/267 | C09K8/68,
E21B47/06,
G06G7/57,
G01V3/20 | E21B47/06,
G01V1/36,
F04B1/00 | F04B9/02,
C12P7/62 | C12N1/20,
E21B,
E21B,
C22C38/00 | C22C38/14 | C22C38/58 | C21D8/02,
G01N3/08 | G01N1/28 | G01N3/00 | G01N3/04 | E21B49/00 | G01N1/32 | G02B21/00,
E21B49/08,
E21B49/08,
B65G65/32 | B65G19/08 | B65G47/16 | E04H7/22 | E21B41/00 | E21B43/26,
C10G45/00 | C10G65/16 | C10G69/00 | C10G23/02,
E21B17/04 | F16L19/02 | F16L43/02,
E21B47/04 | E21B43/12 | E21B47/14 | E21B47/18,
C01B32/60,
E21B49/02 | E21B47/10,
C04B33/132 | C04B35/626 | C09K8/80,
C09K8/36 | C09K8/035 | E21B43/22,
C09K8/36 | C09K8/035 | E21B43/22,
C09K8/36 | C09K8/035 | E21B43/22,
C09K8/36,
C09K8/36 | C09K8/035 | E21B43/22,
C09K8/36 | C09K8/035 | E21B43/22,
C09K8/36 | E21B33/00,
-,
E21B49/00 | E21B47/04,
E21B49/00 | E21B47/04,
G01D5/353 | G01L1/24 | G01L11/02,
E21B43/267,
F24H1/14 | E21B43/24 | E21B43/26,
C09K8/02 | E21B43/22,
C09K8/02 | E21B43/22,
C09K8/08 | C09K8/90,
C09K8/02 | E21B43/22,
B29C48/09 | B29C48/10 | B29C48/151 | B29C48/21 | B29C48/32,
B32B1/08 | B29C47/20 | B29C48/09 | B29C48/10 | B29C48/151 | B29C48/21 | B29C48/32,
C09K8/02 | E21B43/22,
C09K8/02 | E21B43/22,
C09K8/08 | C09K8/90,
E21B43/26 | E21B41/00,
G06F15/18 | G01V1/30 | G01V99/00 | G01V9/00 | G06F17/50,
G01V99/00 | G06F17/50,
C10G1/04 | C10G1/00,
C09K8/04 | C09K8/08 | C09K8/035 | E21B43/22,
C09K8/08,
C09K8/04 | E21B21/00 | E21B21/14,
C09K8/04 | E21B21/00 | E21B21/14 | C09K8/035 | C09K8/08 | E21B43/22,
C09K8/08,
C09K8/04 | C09K8/035 | C09K8/08 | E21B43/22,
C09K8/04 | C09K8/035 | C09K8/08 | E21B43/22,
F24T10/17 | E21B36/00 | F24T10/00,
F24T10/17 | E21B36/00 | F24T10/00,
E03B11/00,
E03B11/00,
E03B11/00,
E21B43/26 | B60P3/00,
E21B49/00 | G01V1/40 | E21B47/00 | G06F30/13,
C10G69/06 | C10G69/12 | C10G3/00,
C09K8/58,
C09K8/60,
C09K8/60,
E21B43/26 | E21B33/138,
E21B43/26 | E21B33/13,
C09K8/56,
G01L7/00 | G06F19/00,
C09K8/80 | C04B35/14,
C09K8/62 | E21B43/267 | E21B43/26 | C09K8/70,
E21B43/24 | E21B43/243 | E21B43/30 | E21B41/00,
E21B33/12 | E21B43/26 | E21B34/12,
E21B43/26 | C09K8/62 | C09K8/80,
G01V3/18 | G06F19/00,
G01V1/46 | G01V1/24 | G01V1/52 | E21B49/00,
E21B49/00 | E21B47/06,
E21B43/24 | E21B43/30,
E21B43/24,
E21B43/24 | E21B43/247,
B01J19/12 | E21B43/16,
E21B43/24 | E21B43/26,
C09K8/16 | E21B43/25,
E21B43/27 | C09K8/70 | C09K8/66 | C09K8/68 | C09K8/60 | C09K8/72 | E21B43/267 | C09K8/80,
C09K8/16 | E21B43/25,
C09K8/16 | E21B43/25,
C09K8/58 | C09K8/82 | C09K8/60 | C09K8/70 | C09K8/94 | C09K8/72 | C09K8/62 | E21B43/00 | E21B43/22 | E21B43/26 | E21B43/27,
E21B43/24 | E21B43/28,
E21B43/30 | E21B43/24,
G01V1/44,
G01V1/00 | G01V1/44,
G01V99/00 | G01V9/02 | E21B49/02 | E21B47/06 | E21B49/00,
G06F19/00 | E21B49/00 | E21B49/02 | G01V9/02 | G01V1/50 | E21B47/06 | G01V99/00,
E21B43/24,
E21B41/00 | G06F17/50 | E21B49/00,
E21B43/24 | E21B43/01,
G06F111/10 | E21B41/00 | E21B49/00 | G06F30/20 | E21B43/26,
B01D53/18 | B01D53/14 | G01N33/00,
C07C15/08 | C07C7/08 | C07C4/18 | C07C7/04 | C07C1/20 | C07C6/12,
E21C41/18 | E21F15/06 | E21B43/00 | E21F13/04 | E21C27/22,
E21F15/00 | E21C27/22 | E21C41/16,
E21C41/16,
E21B7/04 | E21C27/22 | E21C41/16 | E21F15/00 | E21C41/18 | E21B43/00 | E21C37/16 | E21F15/06 | E21F13/04,
E21B43/00 | E21B43/34 | E21B43/30 | E21B36/00 | F25J3/02 | E21B41/00 | C10L3/10,
E21C37/16 | E21F15/00 | E21C41/16,
E21F15/00 | E21C27/22 | E21C41/16,
C07C1/22 | C07C5/393 | C07C7/12 | C07C5/27 | C07C7/08 | C07C7/04 | C07C5/367 | C07C4/18,
E21B43/00 | E21B43/30,
B09B1/00 | E21F13/04 | E21F15/06 | E21B7/04 | E21C41/18 | E21C27/22 | E21B43/00 | E21C41/16 | E21C41/32 | E21F15/00 | E21C37/16,
C10B53/00 | C10B53/06,
C10G21/20 | C10G21/00 | C09K8/524,
C09K8/524 | C10G21/00 | C10G21/20,
C09K8/508 | E21B33/138,
G06F19/00,
G01V9/02 | G01V1/40,
C10G1/00 | C10G1/02,
C09K8/62,
C09K8/64 | C09K8/62,
E21B43/40 | E21B43/24 | E21B43/16 | E21B43/34,
E21B43/16 | C09K8/594 | C09K8/80 | C09K8/70,
B01D61/00 | C02F1/44 | B01D61/58 | B01D61/02 | B01D9/00 | C02F103/08,
F25J1/00,
C02F1/52 | C02F1/66,
B01D29/00 | C02F1/66 | C02F9/00 | C02F103/00,
C02F1/66,
G01V5/06 | G01V5/04,
C02F1/02 | C02F3/00 | C12Q1/70 | C09K8/68 | C02F3/34 | C02F1/50,
C10G1/00 | C10G1/02,
C10G1/00 | C10G1/02,
C10G1/00,
C02F1/02 | C02F3/00 | C12Q1/70 | C09K8/68,
C02F3/34,
G01V5/06 | G01V5/04 | G01T1/20,
C02F3/34,
F25J1/00 | F25J5/00,
C02F1/66 | C02F9/00 | C02F1/52 | C02F103/00,
G01R33/46 | G01R33/30 | G01R33/28 | G01N33/28 | G01N24/08,
E21B49/00 | E21B47/04 | G01N30/72,
E21B47/04 | E21B49/00 | G01N30/72 | G01N33/28,
E21B49/00 | E21B47/04 | G01N30/72,
G01R33/46 | G01R33/30 | G01N24/08 | G01V3/14 | G01R33/28 | G01V3/32 | G01N33/28 | G01N3/12,
F25J1/00 | F25J5/00 | F25J1/02,
F25J1/00 | F25J5/00 | F25J1/02,
E21B47/04 | E21B49/00 | G01N30/72 | G01N33/28,
B01J35/04 | B01J37/02 | B01J37/08 | C07C1/20 | B01J29/70 | B01J29/76 | B01J29/78 | B01J35/00 | B01J29/06,
B01J29/06 | B01J29/70 | B01J37/02 | B01J37/08 | B01J35/04 | B01J29/40 | C07C1/20 | B01J29/90 | B01J35/00 | B01J38/12,
C07C1/20 | B01J35/02 | B01J35/00 | B01J35/10 | B01J29/06 | B01J35/04,
B01J29/06 | B01J35/02 | B01J35/10 | C07C1/20 | B01J38/12 | B01J35/00 | B01J29/70 | B01J29/40 | B01J35/04,
B01J29/78 | B01J35/00 | B01J37/08 | B01J35/04 | B01J37/02 | C07C1/22 | B01J29/76,
B01J35/04 | C07C1/20 | B01J37/02 | B01J37/08 | B01J29/06 | B01J29/70,
E21B43/267,
C07C1/20 | B01J35/10 | B01J35/00 | B01J29/06 | B01J35/02 | B01J35/04,
B01J29/06 | B01J35/04 | B01J35/10 | B01J38/12 | C07C1/20 | B01J29/70 | B01J35/00 | B01J35/02 | B01J29/40,
F25J3/02 | C10G5/04 | C10G5/06,
B01D19/00,
G01N33/24 | G01N1/22 | G01N7/14,
B01D53/04 | B01D53/06,
B01J19/08,
C02F5/08 | C02F1/52 | C02F1/26 | C02F1/20 | C02F1/44 | C02F1/24 | C02F1/40 | C02F3/12 | C02F1/66 | C02F1/28 | C02F9/00,
C07C7/10 | B01D53/14 | B01D19/00 | B01D53/02,
B01D3/14 | B01D19/00 | B01D47/00 | B01D53/18 | B01F3/04 | B01D53/26,
E21B49/00 | E21B41/00 | E21B44/00 | G06F30/13,
C10G67/14 | C10L1/04 | C10L1/08,
C10G25/00 | C10K1/00 | C10K1/32 | B01D53/06 | C10G29/00 | C10L3/10 | C10G75/02 | C10G25/12 | C10G29/20 | C10G25/05 | C10G25/06 | B01D53/04,
C10G67/14 | C10G67/04 | C01G45/02 | C10L1/04 | C10G45/02 | C10L1/08,
E21B49/00 | E21B44/00 | E21B47/00 | E21B41/00 | G01V1/40 | G01V99/00 | G06F30/13,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
B01D53/04 | C10K1/00 | C10K1/32 | C10G25/12 | C10G25/00 | C10G25/05 | C10G25/06 | C10G29/00 | C10G29/20 | C10G75/02 | C10L3/10 | B01D53/06,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10L1/24,
C10G67/14 | C10L1/04 | C10L1/08 | C10G45/02 | C10G67/04,
C10G1/06,
B01J8/00 | F16K3/02,
G21F9/00 | E21B43/00,
B01D53/26 | E21B43/34,
