node,degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality
C09K8/62,0.0262582056892779,0.0020868627873956024,0.03842754617813154,0.001552608495085638,14,0.21551489120465658
E21B43/26,0.10284463894967177,0.07448635141978725,0.08653376979567719,0.009315313000056773,17,0.25249303831807035
E21B43/267,0.029540481400437635,0.0010455033662914153,0.04391253104094352,0.002039898282946152,14,0.20779956097059965
C09K8/80,0.03172866520787746,0.0008057161385787319,0.03720083095513085,0.002441211294490242,14,0.21193026218259128
C09K8/88,0.05798687089715536,0.00870136743946445,0.0717517231651202,0.0025698388092123903,22,0.23574372575816224
C09K8/68,0.07330415754923414,0.01785386370417922,0.0897008130584386,0.005819969239217352,22,0.2375662102228684
C21B5/00,0.014223194748358862,2.4885697554490888e-05,2.6032803197414334e-21,0.0034487677677634905,6,0.014223194748358862
C21B7/16,0.014223194748358862,2.4885697554490888e-05,2.6032803197414334e-21,0.0024030517394589695,6,0.014223194748358862
F27D3/18,0.005470459518599562,0.0,1.3455228066563773e-21,0.0005278915424787475,5,0.008804834844222153
F27B1/16,0.012035010940919036,1.2103316788139231e-05,2.3629574100617244e-21,0.0017377502253010046,6,0.012326768781911015
F27D3/16,0.005470459518599562,0.0,1.3455228066563773e-21,0.0006263243655682958,5,0.008804834844222153
C09K8/588,0.0087527352297593,4.34396255319976e-06,0.017207473622288617,0.00038661473386208934,8,0.20454506510575082
C09K8/035,0.06564551422319474,0.01862472805115708,0.08818350971047724,0.003660896754218996,22,0.23865148299684216
C08L67/04,0.0787746170678337,0.057911539963180166,0.06997320997945783,0.006604104479569275,15,0.2579793068049815
C09K8/508,0.05361050328227571,0.008949079323186516,0.07446709222628184,0.0026668536212118756,22,0.2365978696920686
C21B7/00,0.014223194748358862,2.4885697554490888e-05,2.6032803197414334e-21,0.002566187364859736,6,0.014223194748358862
E21B43/22,0.024070021881838072,0.001903425697481418,0.03290572688591025,0.00206285244069796,12,0.2157819480710812
B01D61/36,0.0262582056892779,0.0005470715157425289,1.4141584874990945e-05,0.002459041263371012,13,0.15622251683016972
C02F1/44,0.05032822757111597,0.012995235043205064,3.56121178821382e-05,0.0032292378545456303,15,0.17049872593997636
B01D63/02,0.04157549234135667,0.04162323634826423,8.787955274675217e-05,0.004056805293941857,17,0.19093863168131855
B01D63/06,0.0087527352297593,0.0,6.011422522134702e-06,0.0002935454296210899,8,0.15547860008335937
B01D71/32,0.024070021881838072,5.623097272561339e-05,1.1478475042063558e-05,0.0010988792446948216,17,0.156129138159022
B01D63/08,0.0087527352297593,0.0,6.011422522134702e-06,0.00024916028189017023,8,0.15547860008335937
B01D69/12,0.047045951859956234,0.004521081397432792,2.0515604728057786e-05,0.0038428482477996647,17,0.15711521692634212
B01D71/34,0.02735229759299781,7.632764942202725e-05,1.2380761129169694e-05,0.002340458714635378,17,0.1562692480646388
B01D71/36,0.01312910284463895,4.673649737609365e-06,7.710280805802136e-06,0.0008167783281617783,9,0.1556639142670106
E21B43/34,0.018599562363238512,0.0005473499793976852,0.02547960543966148,0.0014283445086336346,12,0.19992655808652413
C10G45/08,0.002188183807439825,0.0,0.003431298078562052,0.00025869487948425356,2,0.18955301026127994
B01D69/02,0.030634573304157548,0.0006566496323691127,1.533099743820784e-05,0.002340951290577406,15,0.15640960966469686
B01D71/26,0.0087527352297593,0.0,6.396340847048028e-06,0.000793571418656552,8,0.15515535975054576
B01D69/08,0.03391684901531729,0.0006510993400183684,1.6473769622682874e-05,0.00384127368431193,17,0.15655022363802445
C09K8/60,0.030634573304157548,0.009830189158650486,0.04292332200261157,0.0013269462555134646,22,0.20146860635560646
C08J3/12,0.05470459518599562,0.02276650342176514,0.12235387585986182,0.002982998876720775,21,0.22952904054485393
C08G63/16,0.020787746170678335,0.0003333133841743499,0.029304754945561912,0.0015829002291917768,12,0.21047868504435438
E21B33/13,0.020787746170678335,0.0009639017852806353,0.024645411269997763,0.001277152173105829,12,0.22852497650047573
C09K8/66,0.014223194748358862,5.908164137178479e-05,0.018310765164954668,0.0008272599479146334,11,0.19758248724662916
C09K8/70,0.03610503282275711,0.004259046784444331,0.04433650743858596,0.0020764703491321732,15,0.22792674357769963
B01J13/04,0.006564551422319475,0.0,0.007277644885997742,0.0004222651839507365,6,0.19052082285925878
B01J13/22,0.006564551422319475,0.0,0.007277644885997742,0.0003185270227662757,6,0.19052082285925878
E21B33/14,0.012035010940919036,4.7033523233017755e-06,0.017734753578042235,0.00045242001984024624,11,0.19521976692080997
E21B21/00,0.025164113785557985,0.0005136025351443814,0.036890486871966076,0.002067808416214152,14,0.20971822411886293
C08G18/32,0.006564551422319475,0.0,0.003851410215170592,0.0003678889013266241,6,0.2135764907114013
E21B33/12,0.09299781181619256,0.0529370044051005,0.04913254448662179,0.008311898311140205,14,0.24641891333966395
C08L33/08,0.015317286652078774,0.0022227171552067363,0.005543250170162336,0.0013420572963443774,10,0.22912635801758224
E21B43/16,0.062363238512035006,0.15370064123786836,0.04344770887406653,0.0038774847574475375,14,0.27422997180057085
C08L33/20,0.006564551422319475,0.0,0.003851410215170592,0.00031587999261002486,6,0.2135764907114013
C08L75/04,0.018599562363238512,0.0010800167648683902,0.011690860522171052,0.0012442356158023794,12,0.22220676149727248
C08L101/00,0.03172866520787746,0.06737183313841134,0.012058884920152715,0.0026320558063004855,10,0.25043532899333054
C08G69/36,0.005470459518599562,0.0,0.00818108117252298,0.000450369443096109,5,0.1929128863663543
C08G69/40,0.005470459518599562,0.0,0.00818108117252298,0.000450369443096109,5,0.1929128863663543
E21B41/02,0.005470459518599562,0.0,0.00818108117252298,0.000450369443096109,5,0.1929128863663543
C10G45/02,0.006564551422319475,0.0,0.007195070709138752,0.0003259216463812547,6,0.192628354085578
C10G27/14,0.006564551422319475,0.0,0.007195070709138752,0.0003259216463812547,6,0.192628354085578
E21B33/129,0.002188183807439825,0.0,0.0017378234901386075,0.0003137092911231137,2,0.18757920871816428
C09K8/42,0.04266958424507659,0.00557854981562607,0.03894822438047273,0.002643011364240275,14,0.2074694584114724
C08K5/1539,0.010940919037199124,0.0016141335064938573,0.008362986016893443,0.0009502189099959362,8,0.21462945615451418
C08L79/08,0.00437636761487965,0.0,0.0019228809745544548,0.0003869652044983584,4,0.17939838471156852
C08L77/10,0.00437636761487965,0.0,0.0019228809745544548,0.0003869652044983584,4,0.17939838471156852
E21B33/134,0.025164113785557985,0.001964160392504652,0.013534378601153075,0.0011261903160294474,12,0.208963238512035
C12P19/04,0.014223194748358862,0.00246979563369851,0.0006567252324110023,0.0014482346308978817,10,0.1603462542296156
C08B31/00,0.014223194748358862,0.00246979563369851,0.0006567252324110023,0.0014482346308978817,10,0.1603462542296156
B32B1/02,0.00437636761487965,0.0,4.2862760654205154e-05,0.0005946522890754971,4,0.1324228380938118
A23L1/0522,0.00437636761487965,0.0,4.2862760654205154e-05,0.0005946522890754971,4,0.1324228380938118
D04H13/00,0.00437636761487965,0.0,4.2862760654205154e-05,0.0005946522890754971,4,0.1324228380938118
C12P19/18,0.010940919037199124,0.0,0.0006529029524539212,0.0009845396249511889,10,0.16019874157623046
C12P19/20,0.010940919037199124,0.0,0.0006529029524539212,0.0009845396249511889,10,0.16019874157623046
D04H1/4266,0.010940919037199124,0.0,0.0006529029524539212,0.0009845396249511889,10,0.16019874157623046
A23L29/212,0.010940919037199124,0.0,0.0006529029524539212,0.0009845396249511889,10,0.16019874157623046
C12P19/16,0.010940919037199124,0.0,0.0006529029524539212,0.0009845396249511889,10,0.16019874157623046
C12P19/14,0.010940919037199124,0.0,0.0006529029524539212,0.0009845396249511889,10,0.16019874157623046
C09J103/02,0.010940919037199124,0.0,0.0006529029524539212,0.0009845396249511889,10,0.16019874157623046
C08L3/02,0.019693654266958426,0.021124482013991915,0.015429857073439789,0.001180331484602852,10,0.20224858547428864
C12P19/22,0.010940919037199124,0.0,0.0006529029524539211,0.0009845396249511889,10,0.16019874157623046
E21B33/128,0.0175054704595186,0.0384700536246532,0.007597196683418161,0.0013462595102893835,9,0.19735855545148756
C09J167/00,0.00437636761487965,0.0,0.005581781024448362,0.000361607793342203,4,0.1948556867885444
B01D65/02,0.007658643326039387,0.00022351644670387603,5.824003152377973e-06,0.00041943233870354716,6,0.15510929224468156
B01D65/06,0.00437636761487965,0.0,1.5927230558200407e-06,0.00038680470663274974,4,0.13004931448346715
B21C23/00,0.009846827133479213,0.0,0.005683775375319512,0.001234193178266927,9,0.1948556867885444
C22C23/06,0.01312910284463895,0.0001776699390494291,0.006008177591825262,0.0007266804937227975,9,0.19507397172520075
C22C23/02,0.009846827133479213,0.0,0.005683775375319512,0.0011309967122802476,9,0.1948556867885444
B22D21/04,0.009846827133479213,0.0,0.005683775375319512,0.0011309967122802476,9,0.1948556867885444
C22F1/06,0.009846827133479213,0.0,0.005683775375319512,0.0011309967122802476,9,0.1948556867885444
C22F1/00,0.009846827133479213,0.0,0.005683775375319512,0.0011309967122802476,9,0.1948556867885444
C09K8/487,0.016411378555798686,0.0010452778942983973,0.03407967265772074,0.0017981262621519524,10,0.1995447273797126
C08L29/04,0.06673960612691465,0.013594574171834208,0.12741996405508244,0.00559925204845171,18,0.2249819536089955
C08K5/5419,0.00437636761487965,0.0,0.008790577799404493,0.00033166787464052917,4,0.1951468420919266
C09K8/03,0.005470459518599562,0.0,0.006063551049669451,0.0002945267971360599,5,0.19003568435070484
C08G63/08,0.015317286652078774,0.002507921178167361,0.013207433445797633,0.0008646304526948738,9,0.20470536688091204
C08K3/08,0.015317286652078774,0.0019633001898316637,0.020397553807937157,0.0010985676122645981,9,0.22517590356900324
C09K8/12,0.061269146608315096,0.015542955644010113,0.15270511548473223,0.004203697477835155,28,0.22644477515391745
E21B37/06,0.0032822757111597373,0.0,0.007659677046538717,0.00034659695135528395,3,0.18349423824379613
C09K8/08,0.0032822757111597373,0.0,0.007659677046538717,0.00034659695135528395,3,0.18349423824379613
C07C209/36,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.001974774092196024,21,0.17378845518299652
C07C45/59,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.001974774092196024,21,0.17378845518299652
C07C29/141,0.022975929978118162,0.0,2.4649882464396123e-05,0.0007667588495306779,21,0.1446312558914971
C07C29/149,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.001974774092196024,21,0.17378845518299652
B01J23/652,0.022975929978118162,0.0,2.4649882464396123e-05,0.0007667588495306779,21,0.1446312558914971
C07C45/00,0.022975929978118162,0.0,2.4649882464396123e-05,0.0007667588495306779,21,0.1446312558914971
C07C5/03,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.001974774092196024,21,0.17378845518299652
B01J23/44,0.022975929978118162,0.0,2.4649882464396123e-05,0.0007667588495306781,21,0.1446312558914971
B01J23/46,0.028446389496717725,0.00573134745231018,3.0529396331586736e-05,0.0010882332293070834,21,0.1690641088285073
B01J21/18,0.022975929978118162,0.0,2.4649882464396123e-05,0.0007667588495306779,21,0.1446312558914971
C07C29/145,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.001974774092196024,21,0.17378845518299652
C07C29/20,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.001974774092196024,21,0.17378845518299652
C10G65/12,0.022975929978118162,0.0,2.4649882464396123e-05,0.0005667693310884322,21,0.1446312558914971
C10G47/00,0.022975929978118162,0.0,2.4649882464396123e-05,0.0005667693310884322,21,0.1446312558914971
C10G45/22,0.022975929978118162,0.0,2.4649882464396123e-05,0.0005667693310884322,21,0.1446312558914971
C07C45/41,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.0017725813383576699,21,0.17378845518299652
C07C29/60,0.022975929978118162,0.0,2.4649882464396123e-05,0.0005667693310884322,21,0.1446312558914971
C07C29/147,0.022975929978118162,0.0,2.4649882464396123e-05,0.0005667693310884322,21,0.1446312558914971
C07C29/143,0.022975929978118162,0.0,2.4649882464396123e-05,0.0005667693310884322,21,0.1446312558914971
C07C29/14,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.0017725813383576699,21,0.17378845518299652
C07C29/132,0.022975929978118162,0.0,2.4649882464396123e-05,0.0005667693310884322,21,0.1446312558914971
C01B3/08,0.0350109409190372,0.0021674903176541398,5.139263568115175e-05,0.0017725813383576699,21,0.17378845518299652
E21B29/02,0.018599562363238512,0.001868481234266614,0.013225767226683635,0.0009123366817595378,12,0.2137512668903795
B32B27/40,0.006564551422319475,0.0,0.013626111529873211,0.000323225776386501,6,0.2001563587280029
B32B27/36,0.0700218818380744,0.010625746603659142,0.20761646201134923,0.002172740585764078,28,0.21115929518192705
B32B27/20,0.006564551422319475,0.0,0.013626111529873211,0.000323225776386501,6,0.2001563587280029
C09K8/72,0.04923413566739606,0.005759028665468128,0.0675430998797872,0.002627418220727155,22,0.22287034824235816
C09K8/92,0.02735229759299781,0.0010586035674750188,0.0413032278414823,0.001001231388411884,15,0.22673962512156576
C08L67/00,0.01312910284463895,6.1854828344239e-05,0.013363659665485472,0.0005678571062962017,9,0.21587111416532542
C08L21/00,0.018599562363238512,0.005051488396257133,0.007993062684316446,0.0016694485307338293,10,0.23125635072159698
C08L7/00,0.010940919037199124,0.0,0.003506442871020597,0.001169762966838362,10,0.220704730156353
C08L9/00,0.024070021881838072,0.06319274461957297,0.0036809301318893677,0.0021405527565320653,12,0.23963674141288419
C08L11/00,0.010940919037199124,0.0,0.003506442871020596,0.001169762966838362,10,0.220704730156353
C08L23/16,0.010940919037199124,0.0,0.003506442871020596,0.001169762966838362,10,0.220704730156353
C08L23/22,0.010940919037199124,0.0,0.003506442871020596,0.001169762966838362,10,0.220704730156353
C08L67/02,0.028446389496717725,0.018302251555477125,0.02771367858291889,0.00282419470220064,12,0.2507960135766143
C08L75/06,0.010940919037199124,0.0,0.0035064428710205966,0.001169762966838362,10,0.220704730156353
C08J5/00,0.022975929978118162,0.004218091296507467,0.01808810547572643,0.0015951395463385956,12,0.2243057519450784
C08L77/00,0.028446389496717725,0.008008469804272797,0.07131812092812252,0.0018071542386612883,18,0.2248851038657286
E21B23/00,0.014223194748358862,0.00033390950504527087,0.01005174480626019,0.0014725620337758486,12,0.21498275567081793
-,0.0,0.0,9.78342076345644e-57,0.00016516185862144905,0,0.0
E21B23/06,0.0032822757111597373,0.0,0.004388614222800551,0.00039705030634592115,3,0.19427597481594924
C08F220/06,0.0087527352297593,1.6622745759219824e-05,0.014627667580714715,0.0005765972129047729,5,0.1950011557596445
G01N33/44,0.005470459518599562,0.0,0.008299027653199346,0.0004265727388000116,5,0.1929128863663543
G01N11/00,0.005470459518599562,0.0,0.008299027653199346,0.0004265727388000116,5,0.1929128863663543
E21B34/14,0.00437636761487965,0.001653720511646746,0.002958153635357183,0.0006800904319369019,3,0.18989752681937022
E21B43/14,0.0032822757111597373,0.0,0.002955459939997078,0.0004207897242848736,3,0.18982852335758993
E21B29/00,0.010940919037199124,0.0003017109800241401,0.006987135867897351,0.000889382592114982,4,0.1960991352402731
C08G63/06,0.020787746170678335,0.0030231972173188275,0.01224885151845443,0.0014690440883599666,11,0.20406566260940917
C08L33/10,0.00437636761487965,0.0,0.002683079819538686,0.00047395044372784223,4,0.193341264352364
B22C1/22,0.00437636761487965,0.0,0.002683079819538686,0.00047395044372784223,4,0.193341264352364
E21B4/16,0.00437636761487965,0.0,0.002683079819538686,0.00047395044372784223,4,0.193341264352364
C02F9/00,0.019693654266958426,0.0049467813565780925,2.219861914530042e-05,0.0016273925911498234,15,0.16376429350472965
C02F1/04,0.02735229759299781,0.008744915858172775,2.2717846192340112e-05,0.0028165076733194664,15,0.16412444118130304
C02F1/52,0.020787746170678335,0.001466728675327376,2.2459247264709687e-05,0.0014599057854774312,15,0.16381564637193088
C02F1/66,0.016411378555798686,0.0,2.213385340244565e-05,0.0012144304700816547,15,0.16361042789855545
B01D61/04,0.016411378555798686,0.0,2.213385340244565e-05,0.0011379284460669595,15,0.16361042789855545
B01D61/58,0.02735229759299781,0.0032202462789779674,3.0336406200222708e-05,0.002034775423650712,15,0.1692284082539966
B01D61/16,0.016411378555798686,0.0,2.213385340244565e-05,0.0014181293535875795,15,0.16361042789855545
B01D61/02,0.028446389496717725,0.002643233517240056,2.613933683402621e-05,0.0018593876797554632,15,0.16516221823587973
B01D61/14,0.016411378555798686,0.0,2.213385340244565e-05,0.0014181293535875795,15,0.16361042789855545
C02F1/56,0.020787746170678335,0.04970704693277908,0.00038180342458684355,0.0015932876469226317,15,0.20162412052492765
C02F101/10,0.016411378555798686,0.0,2.2133853402445648e-05,0.0011379284460669595,15,0.16361042789855545
C02F103/06,0.016411378555798686,0.0,2.2133853402445648e-05,0.0011379284460669595,15,0.16361042789855545
C02F103/10,0.0262582056892779,0.002171652939601316,2.5563093973965696e-05,0.001304690449269059,15,0.16500571581809462
C08K5/098,0.0525164113785558,0.00688352078170062,0.09456304828357234,0.004121560071113911,18,0.21262030780630345
C08K3/34,0.04485776805251641,0.009875299031137938,0.08617173238642066,0.0030647150946394165,18,0.22051840281979213
C08K3/30,0.02188183807439825,2.0415621611180945e-06,0.06674889555881286,0.00126254858395154,18,0.18982852335758993
C08K3/32,0.02735229759299781,0.0010745324319928837,0.07327368202169625,0.00219618405736192,18,0.20406566260940917
C22C38/58,0.024070021881838072,1.8147971848590912e-05,1.7327024744562714e-05,0.0018940979317654467,14,0.13188793140118343
C22C38/34,0.01312910284463895,0.0,1.3185837803271159e-05,0.0002835914455825629,12,0.1315558036464587
C22C38/02,0.024070021881838072,1.8147971848590912e-05,1.7327024744562714e-05,0.0018467596291907398,14,0.13188793140118343
C22C38/04,0.018599562363238512,2.3500075029047496e-06,1.5443804011148363e-05,0.0009811292376560095,14,0.13172165816441947
C22C38/06,0.024070021881838072,1.8147971848590912e-05,1.7327024744562714e-05,0.0018467596291907398,14,0.13188793140118343
C22C38/54,0.018599562363238512,2.3500075029047496e-06,1.5443804011148363e-05,0.0009811292376560095,14,0.13172165816441947
C22C38/50,0.02188183807439825,7.168819797492436e-06,1.6669874237119074e-05,0.0017500096866783026,14,0.13182137175879072
C22C38/48,0.024070021881838072,1.8147971848590912e-05,1.7327024744562714e-05,0.0018467596291907398,14,0.13188793140118343
C22C38/46,0.02188183807439825,7.168819797492436e-06,1.666987423711907e-05,0.0017500096866783026,14,0.13182137175879072
C22C38/44,0.02188183807439825,7.168819797492436e-06,1.666987423711907e-05,0.0017500096866783026,14,0.13182137175879072
C22C38/42,0.02188183807439825,7.168819797492436e-06,1.666987423711907e-05,0.0017500096866783026,14,0.13182137175879072
C22C38/00,0.0262582056892779,0.03529272549419178,0.0002502951022535744,0.001935831588267401,14,0.1586901872053729
C22C30/02,0.01312910284463895,0.0,1.3185837803271159e-05,0.0002835914455825629,12,0.1315558036464587
C08K3/105,0.03172866520787746,0.0002666268366599867,0.07790338339203251,0.0016715232814761135,18,0.19206180010297336
B32B27/18,0.024070021881838072,1.4227873718468012e-05,0.06949841825395314,0.0017126318202966308,18,0.19010483852987173
B32B27/30,0.06783369803063458,0.0017252185462241778,0.20641216621154682,0.0030533238902442908,28,0.1978069277849631
B32B7/12,0.028446389496717725,0.003172277142189436,0.07291876984826555,0.0012693580629681875,18,0.19024329798983525
B32B25/08,0.02188183807439825,2.0415621611180945e-06,0.06674889555881286,0.0010216770954566859,18,0.18982852335758993
B32B25/14,0.02188183807439825,2.0415621611180945e-06,0.06674889555881286,0.0010216770954566859,18,0.18982852335758993
B32B27/08,0.04048140043763676,0.0002955665989251488,0.11508505590137179,0.0020150178985984496,21,0.19163906686723683
B32B27/28,0.0175054704595186,0.0,0.0555979825287456,0.000593721248019322,16,0.1892782957536549
B32B27/32,0.06783369803063458,0.0017252185462241778,0.20641216621154682,0.0033503475547542903,28,0.1978069277849631
B32B27/34,0.06783369803063458,0.0017252185462241778,0.20641216621154682,0.0032757457023200364,28,0.1978069277849631
C08J11/10,0.006564551422319475,0.002501485838894714,0.007971152832292274,0.0005005717029571005,4,0.19045136576014857
E21B37/00,0.00437636761487965,0.0,0.007948064282870473,0.00029763385823337234,4,0.1844661356921213
C08J11/28,0.006564551422319475,4.7474159264092894e-05,0.009103313785199756,0.0005643885762824609,4,0.18498870264875622
C07C407/00,0.009846827133479213,0.0,1.7158005424832617e-06,0.00047490443941722673,9,0.12414641071294857
C07C51/16,0.024070021881838072,0.0024434319733679095,9.137607665959276e-06,0.0016803858129569294,15,0.14799096211900498
C07C45/28,0.02188183807439825,0.001620166762135073,9.060923910288805e-06,0.0015375035036628631,15,0.14790716202720486
C07C29/48,0.028446389496717725,0.0025241069614405412,9.691531703976596e-06,0.002193972771864267,15,0.14815884749860678
C07C29/00,0.009846827133479213,0.0,1.7158005424832617e-06,0.00041151302428452195,9,0.12414641071294857
C07C51/00,0.009846827133479213,0.0,1.7158005424832617e-06,0.00041151302428452195,9,0.12414641071294857
C07C31/04,0.0262582056892779,0.001694450559824528,9.614847948306124e-06,0.0019016845286803996,15,0.14807485722224703
C07C47/04,0.009846827133479213,0.0,1.7158005424832617e-06,0.00041151302428452195,9,0.12414641071294857
C07C53/02,0.0262582056892779,0.001694450559824528,9.614847948306124e-06,0.0019016845286803999,15,0.14807485722224703
C07C409/04,0.009846827133479213,0.0,1.7158005424832617e-06,0.00041151302428452195,9,0.12414641071294857
C09K8/78,0.005470459518599562,1.1270715816626943e-05,0.005086227250268133,0.0004623398962349697,4,0.193341264352364
