node,degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality
E21B49/00,0.05111402359108781,0.07778360212228723,4.012248052342695e-05,0.008404920068373553,8,0.23350521739753205
G01N33/24,0.06290956749672347,0.1068481238788946,3.6831805510075335e-05,0.010982115072676744,8,0.22502082561215567
B01D45/16,0.019659239842726082,0.010560816923386366,0.00018898212955892725,0.0020149293844548867,12,0.1777514758059416
C10L3/10,0.01834862385321101,0.0570369379441965,1.399878550709996e-05,0.0016548575330742638,5,0.17244332035410959
B01D45/14,0.019659239842726082,0.010560816923386366,0.00018898212955892725,0.0020149293844548867,12,0.1777514758059416
B04C5/103,0.005242463958060288,0.0,1.3382409184534681e-05,0.0006650927267072346,4,0.1488900863545239
B04C9/00,0.005242463958060288,0.0,1.3382409184534681e-05,0.0006650927267072346,4,0.1488900863545239
E21B43/30,0.00655307994757536,0.002078051709060163,4.4639244802726654e-06,0.00112198638089555,4,0.1877480438653267
E21B43/16,0.01834862385321101,0.031584456816664566,2.6509723771013632e-05,0.002656468095245054,6,0.21702110098399371
E21B41/00,0.02621231979030144,0.011029223249423382,3.228844213422883e-05,0.002920451286233357,7,0.2047506218675053
C02F1/00,0.007863695937090433,3.783930678389972e-05,1.286092714009798e-233,0.0015579562941690542,5,0.010484927916120575
G05B19/042,0.001310615989515072,0.0,2.2292199817697079e-234,0.00042064125025797176,1,0.006507886292764495
E21B47/06,0.023591087811271297,0.013240852637792101,2.7023971809294568e-05,0.0020056069780978337,6,0.1985662397014329
G06F17/18,0.009174311926605505,0.0018365852892998059,4.878768309183124e-06,0.0012060219127400947,4,0.1938813737919617
E21B43/267,0.035386631716906945,0.05393540743503196,3.739318454132433e-05,0.0048471713533288704,8,0.22705342605604867
E21B43/26,0.1363040629095675,0.2291237977802097,0.0005911289002711717,0.02009102128999768,16,0.23363288564105172
E21B43/14,0.002621231979030144,0.0,2.070089477534979e-05,0.00038333979218646466,2,0.1792426794620317
E21B43/27,0.007863695937090433,0.0029544237537447097,2.583171505308241e-06,0.0014149996775123512,4,0.19179288502580055
E21B49/08,0.027522935779816515,0.04465614407093409,3.4376582996405774e-05,0.003857451568123544,6,0.22094857695836795
B01D19/00,0.019659239842726082,0.06890963749184523,0.00019034185848223562,0.0020940580974402765,12,0.20484877652803626
E21B43/34,0.023591087811271297,0.0431685086232594,1.1258368572024175e-05,0.0030995822267363437,6,0.20042896240032065
-,0.0,0.0,0.0,0.00019989339019189768,0,0.0
G01V99/00,0.015727391874180867,0.013390190128115943,2.800991045933079e-05,0.00254498783599009,6,0.2074342465230503
G01V1/50,0.00655307994757536,0.0012512221786565622,3.267574077502993e-06,0.0011877408717176356,3,0.1792426794620317
G01N7/16,0.007863695937090433,9.792353937409192e-05,2.2823578022668065e-06,0.0016856047134401436,4,0.1759944595706275
E21B49/02,0.009174311926605505,0.0007480990347524251,2.3592395444454113e-05,0.0018843312823211454,4,0.19379344573128507
E21B45/00,0.003931847968545217,0.0,2.0962201953717835e-06,0.0007166926594674712,3,0.17321222044486567
E21B43/247,0.015727391874180867,0.012132265126226725,2.4557070809569443e-05,0.001709747711992531,6,0.20290339403489246
G06F30/23,0.00655307994757536,0.0039146482836434435,1.913977827442946e-06,0.0013080008963709724,3,0.1605841968573783
E21B7/04,0.022280471821756225,0.015026958737392269,6.677106703467852e-06,0.00254238147542614,5,0.19646645877585456
C09K8/48,0.001310615989515072,0.0,1.6914169491837832e-07,0.00038853574302927295,1,0.14353864556180168
C09K8/20,0.014416775884665793,0.006445959997640342,5.105742219998763e-06,0.002106629138370851,6,0.17752993262878422
G01N7/04,0.001310615989515072,0.0,1.230000328326088e-06,0.000282565223247793,1,0.17307191082927648
C09K8/38,0.001310615989515072,0.0,0.0,0.0013326226012793177,1,0.001310615989515072
B01F3/04,0.001310615989515072,0.0,0.0,0.0013326226012793177,1,0.001310615989515072
C09K8/12,0.023591087811271297,0.018234782544527994,7.6656629478431e-05,0.0029134925457712972,8,0.16112916585123818
C09K8/035,0.03407601572739188,0.02465479875203092,7.735524440673031e-05,0.005300229814312835,8,0.16155559464555144
C09K8/08,0.011795543905635648,0.0017142510634149866,5.983844006046962e-06,0.0011472400440899135,6,0.15158373460002966
C09K8/28,0.009174311926605505,2.3710994186015083e-05,3.7296523934573813e-06,0.0008806426497430362,6,0.15136895070403245
G01N15/08,0.035386631716906945,0.012817433094172223,2.700194932790677e-05,0.0062347638307575365,6,0.205835524006495
G01V1/28,0.011795543905635648,0.005689569946139841,2.2778019884383312e-05,0.002646606153691121,3,0.1823014282583121
G06F17/50,0.003931847968545217,2.063440985639929e-05,1.8100231405989596e-06,0.0004541070593240825,3,0.16297274898454753
C08F222/38,0.011795543905635648,0.0029472822992462756,7.513694597077653e-05,0.001336780648508884,8,0.16040335879785422
C09K8/24,0.023591087811271297,0.02403649405141466,1.298646151228424e-05,0.0035242483818285516,6,0.1785685532124879
G01N23/2251,0.01310615989515072,0.0020194150043171205,2.6181211266249135e-06,0.0013800252726717227,8,0.1748422863492159
B01D53/78,0.02621231979030144,0.022273730066477357,5.268076011015334e-07,0.0033706994165029263,12,0.14253320474899386
B01D53/50,0.02621231979030144,0.022273730066477357,5.268076011015334e-07,0.003483544783834918,12,0.14253320474899386
G06F30/27,0.001310615989515072,0.0,1.661229559629695e-08,0.00032025506800778184,1,0.130917447254131
E21B43/12,0.010484927916120577,0.0019621400535942183,5.003515487442188e-07,0.0016974766243964122,6,0.15861712985801174
E21B43/263,0.007863695937090433,0.006585605769601127,2.1988190135082964e-05,0.0011992926696913907,3,0.19423388538067435
C09K8/68,0.023591087811271297,0.01492461368695435,2.4192898780602956e-05,0.003907948452296708,6,0.19144917017808405
C08F265/10,0.002621231979030144,0.0,2.0606126847984782e-05,0.0003265388833286997,2,0.17961939799810153
C07C,0.001310615989515072,0.0,0.0,0.0013326226012793177,1,0.001310615989515072
C10G,0.001310615989515072,0.0,0.0,0.0013326226012793177,1,0.001310615989515072
E21B49/06,0.00655307994757536,0.005079381226649189,3.99975774756372e-06,0.0009265647060484706,4,0.20309626798359484
E21D21/00,0.001310615989515072,0.0,1.3427299850860434e-06,0.0003570118026080633,1,0.17804772826561815
B01D53/52,0.019659239842726082,1.842711696067183e-05,5.8994408128474916e-08,0.001979144161718747,12,0.12047210257611604
B01D53/14,0.014416775884665793,0.006664333242748327,4.09148428771109e-08,0.0009518573965849963,7,0.12037029516548833
B01D53/40,0.011795543905635648,1.5565714836104204e-05,4.669031531779117e-08,0.0004912776640014006,8,0.12026865967843614
G06N5/022,0.001310615989515072,0.0,0.0,0.0013326226012793177,1,0.001310615989515072
G06N3/08,0.001310615989515072,0.0,0.0,0.0013326226012793177,1,0.001310615989515072
