f,degree_centrality,betweenness_centrality,eigenvector_centrality,pagerank,core_number,closeness_centrality
41,0.004761904761904762,0.0038800705467372134,0.012345679012345678,0.008818342151675485,0.018518518518518517,0.03262786596119929
42,0.004761904761904762,0.0038800705467372134,0.013403880070546737,0.007054673721340388,0.048500881834215165,0.031746031746031744
43,0.003703703703703704,0.0038800705467372134,0.01199294532627866,0.006172839506172839,0.047619047619047616,0.030687830687830688
44,0.003350970017636684,0.0038800705467372134,0.01199294532627866,0.006172839506172839,0.021869488536155203,0.028395061728395062
45,0.003350970017636684,0.0038800705467372134,0.01798941798941799,0.004409171075837742,0.021869488536155203,0.020282186948853614
46,0.003350970017636684,0.0038800705467372134,0.016931216931216932,0.011111111111111112,0.01834215167548501,0.018871252204585538
47,0.002998236331569665,0.002998236331569665,0.020634920634920634,0.009876543209876543,0.01781305114638448,0.018165784832451497
48,0.0026455026455026454,0.002998236331569665,0.020634920634920634,0.007936507936507936,0.01728395061728395,0.018165784832451497
49,0.0026455026455026454,0.002998236331569665,0.02821869488536155,0.006525573192239859,0.01728395061728395,0.018165784832451497
50,0.0026455026455026454,0.002998236331569665,0.027160493827160494,0.005643738977072311,0.01728395061728395,0.018165784832451497
51,0.0024691358024691358,0.002998236331569665,0.027160493827160494,0.005643738977072311,0.015167548500881834,0.020458553791887126
52,0.0024691358024691358,0.002998236331569665,0.0236331569664903,0.004409171075837742,0.009347442680776015,0.020105820105820106
53,0.0024691358024691358,0.002998236331569665,0.02275132275132275,0.004409171075837742,0.007936507936507936,0.01728395061728395
54,0.0024691358024691358,0.002998236331569665,0.021693121693121695,0.002998236331569665,0.007936507936507936,0.016578483245149912
55,0.0021164021164021165,0.002998236331569665,0.020987654320987655,0.002998236331569665,0.007936507936507936,0.014991181657848324
56,0.0021164021164021165,0.002998236331569665,0.020987654320987655,0.002998236331569665,0.007583774250440917,0.014991181657848324
57,0.0019400352733686067,0.002998236331569665,0.01798941798941799,0.002292768959435626,0.007054673721340388,0.009523809523809525
58,0.0019400352733686067,0.002998236331569665,0.01798941798941799,0.002292768959435626,0.0049382716049382715,0.008994708994708995
59,0.0015873015873015873,0.002998236331569665,0.01675485008818342,0.001763668430335097,0.0049382716049382715,0.008994708994708995
60,0.0015873015873015873,0.002998236331569665,0.011111111111111112,0.0015873015873015873,0.0049382716049382715,0.008994708994708995
61,0.0015873015873015873,0.002998236331569665,0.011111111111111112,0.0014109347442680777,0.004232804232804233,0.008818342151675485
62,0.0015873015873015873,0.002998236331569665,0.011111111111111112,0.0014109347442680777,0.004232804232804233,0.008818342151675485
63,0.0014109347442680777,0.002998236331569665,0.010229276895943563,0.0014109347442680777,0.004232804232804233,0.008641975308641974
64,0.0014109347442680777,0.002998236331569665,0.008818342151675485,0.0008818342151675485,0.0038800705467372134,0.008465608465608466
65,0.0014109347442680777,0.002998236331569665,0.008818342151675485,0.0008818342151675485,0.003350970017636684,0.008112874779541446
66,0.0010582010582010583,0.002998236331569665,0.007936507936507936,0.0008818342151675485,0.003350970017636684,0.007936507936507936
67,0.0010582010582010583,0.002998236331569665,0.007936507936507936,0.0008818342151675485,0.002998236331569665,0.007936507936507936
68,0.0010582010582010583,0.002998236331569665,0.007936507936507936,0.0008818342151675485,0.002998236331569665,0.007936507936507936
69,0.0010582010582010583,0.002998236331569665,0.007936507936507936,0.0008818342151675485,0.002998236331569665,0.007936507936507936
70,0.0010582010582010583,0.002998236331569665,0.007936507936507936,0.0008818342151675485,0.0028218694885361554,0.007936507936507936
71,0.0010582010582010583,0.002998236331569665,0.007936507936507936,0.0008818342151675485,0.0028218694885361554,0.007936507936507936
72,0.0010582010582010583,0.002998236331569665,0.007936507936507936,0.0007054673721340388,0.0024691358024691358,0.007760141093474427
73,0.0010582010582010583,0.002998236331569665,0.007936507936507936,0.0007054673721340388,0.0024691358024691358,0.007760141093474427
74,0.0008818342151675485,0.002998236331569665,0.007936507936507936,0.0007054673721340388,0.0021164021164021165,0.00599647266313933
75,0.0008818342151675485,0.002998236331569665,0.0049382716049382715,0.0007054673721340388,0.0021164021164021165,0.00599647266313933
76,0.0008818342151675485,0.002998236331569665,0.0049382716049382715,0.0007054673721340388,0.0021164021164021165,0.00599647266313933
77,0.0008818342151675485,0.002998236331569665,0.0049382716049382715,0.0007054673721340388,0.0014109347442680777,0.0038800705467372134
78,0.0008818342151675485,0.002998236331569665,0.0049382716049382715,0.0007054673721340388,0.0014109347442680777,0.0038800705467372134
79,0.0008818342151675485,0.002998236331569665,0.0049382716049382715,0.0007054673721340388,0.0014109347442680777,0.0038800705467372134
80,0.0008818342151675485,0.002998236331569665,0.0049382716049382715,0.0005291005291005291,0.0014109347442680777,0.0038800705467372134
81,0.0007054673721340388,0.002998236331569665,0.0049382716049382715,0.0005291005291005291,0.0014109347442680777,0.0038800705467372134
82,0.0007054673721340388,0.002998236331569665,0.0038800705467372134,0.0005291005291005291,0.0014109347442680777,0.0038800705467372134
83,0.0007054673721340388,0.002998236331569665,0.0038800705467372134,0.0005291005291005291,0.0012345679012345679,0.0038800705467372134
84,0.0007054673721340388,0.002998236331569665,0.0038800705467372134,0.0003527336860670194,0.0012345679012345679,0.0038800705467372134
85,0.0007054673721340388,0.002998236331569665,0.0038800705467372134,0.0003527336860670194,0.0010582010582010583,0.0038800705467372134
86,0.0007054673721340388,0.0019400352733686067,0.003703703703703704,0.0003527336860670194,0.0010582010582010583,0.0038800705467372134
87,0.0007054673721340388,0.0019400352733686067,0.003703703703703704,0.0003527336860670194,0.0010582010582010583,0.0038800705467372134
88,0.0007054673721340388,0.0019400352733686067,0.003703703703703704,0.0003527336860670194,0.0010582010582010583,0.003703703703703704
89,0.0005291005291005291,0.0019400352733686067,0.003350970017636684,0.0003527336860670194,0.0010582010582010583,0.003703703703703704
90,0.0005291005291005291,0.0019400352733686067,0.003350970017636684,0.0003527336860670194,0.0010582010582010583,0.003703703703703704
91,0.0005291005291005291,0.0019400352733686067,0.003350970017636684,0.0003527336860670194,0.0010582010582010583,0.003350970017636684
92,0.0005291005291005291,0.0014109347442680777,0.0031746031746031746,0.0003527336860670194,0.0008818342151675485,0.003350970017636684
93,0.0005291005291005291,0.0014109347442680777,0.0021164021164021165,0.0001763668430335097,0.0007054673721340388,0.0031746031746031746
94,0.0005291005291005291,0.0010582010582010583,0.0014109347442680777,0.0001763668430335097,0.0005291005291005291,0.0014109347442680777
95,0.0003527336860670194,0.0008818342151675485,0.0008818342151675485,0.0001763668430335097,0.0003527336860670194,0.0008818342151675485
96,0.0003527336860670194,0.0008818342151675485,0.0007054673721340388,0.0001763668430335097,0.0003527336860670194,0.0007054673721340388
97,0.0003527336860670194,0.0008818342151675485,0.0005291005291005291,0.0001763668430335097,0.0003527336860670194,0.0005291005291005291
98,0.0003527336860670194,0.0008818342151675485,0.0003527336860670194,0.0001763668430335097,0.0003527336860670194,0.0003527336860670194
99,0.0,0.0,0.0,0.0,0.0,0.0
